MolecularVolume,SolvationEnergy,MolecularSurfaceArea,MolarMass,DipoleMoment,gap,MolLogP,fr_benzene,PEOE_VSA6,NumAromaticCarbocycles,SMR_VSA6,MolMR,rdf_alp,rdf_eeq,dga,sa,sdc,dgp,356,849,561,659,726,366,molindx,logS
169.95,37.36312,269.854,312.5498,2.996851077,4.907495444,3.7421000000000006,1,18.17987557383101,1,0.0,70.28500000000001,14054.54811,-0.34479,-6.2602,2.1171,4.9369,-45.6027,5.0,4.0,1.0,1.0,1.0,1.0,1462,1.79123
207.228,24.4764,316.847,326.4365,2.092792845,5.386409009,6.6206000000000005,2,64.0710665196242,2,0.0,76.92800000000001,16827.38251,-0.07866,-1.0232,0.7897,3.2465,-21.4552,7.0,5.0,5.0,5.0,2.0,4.0,1463,-6.6227
214.464,23.2212,326.237,376.881,3.196239303,5.648545949,7.3993,2,69.60563934139509,2,0.0,83.018,20043.94041,-0.12579,0.1985,1.3213,3.0822,-32.0056,8.0,4.0,6.0,6.0,3.0,3.0,1464,-7.37701
210.005,51.21216,366.912,311.86,6.892329111,6.581333694,3.8098000000000023,1,38.9703128044567,1,30.538433510759223,89.38100000000006,23601.05916,-0.5442,9.64,2.666,9.206,-58.3674,3.0,3.0,0.0,1.0,2.0,1.0,1465,3.91202
231.639,106.98488,395.605,431.44,6.769402946,4.908823905,0.1927999999999998,0,6.923737199690624,0,25.289237293308187,96.44000000000004,32253.37928,-1.58437,-4.665,6.5761,9.9753,-130.5087,5.0,4.0,0.0,0.0,1.0,0.0,1466,2.30259
117.397,32.46784,201.715,150.1768,2.767076371,5.642679444,2.00164,1,17.696185628620217,1,0.0,42.87530000000002,5441.06746,-0.40382,-1.7954,1.6383,4.3279,-37.1428,3.0,3.0,0.0,0.0,2.0,0.0,1467,5.19602
181.93,39.49696,308.051,260.34,2.127138113,6.500987409,3.970800000000004,3,90.99550602692418,3,0.0,81.42680000000004,20468.32707,-0.35181,-12.1909,0.9619,6.7617,-26.4261,3.0,15.0,0.0,0.0,6.0,0.0,1468,7.26543
217.591,55.06144,375.418,331.3659,2.334346623,5.47624282,3.499500000000002,1,12.13273413692322,1,7.109797541277533,87.18720000000005,24749.60711,-0.83628,7.4557,3.9816,8.8996,-84.346,2.0,4.0,1.0,0.0,2.0,0.0,1469,3.17805
184.75,66.06536,322.617,284.3572,4.246606679,6.244140637,2.2062,1,30.33183534230805,1,13.151638370425491,81.59680000000004,20994.56234,-0.60919,-3.0457,3.3302,9.3376,-69.3527,2.0,9.0,0.0,0.0,4.0,0.0,1470,8.64359
93.354,14.81136,157.376,92.14,0.533383071,6.940898303,1.99502,1,35.89528683400505,1,0.0,31.17899999999999,2813.10026,-0.09358,-1.9149,0.0,2.4837,-1.9703,1.0,5.0,0.0,0.0,2.0,0.0,1471,6.2653
96.58,13.72352,166.446,106.168,0.497059799,6.961941124,2.249000000000001,1,37.255572541998674,1,0.0,35.82,3757.03071,-0.11881,-0.8045,0.0,2.8075,-2.1628,1.0,5.0,0.0,0.0,2.0,0.0,1472,5.33272
211.886,59.32912,369.217,412.3585,5.457737888,5.922304334,4.430700000000003,2,30.33183534230805,2,6.606881964512918,94.86170000000008,28268.00129,-0.67005,-2.7651,4.2391,9.2038,-96.0077,5.0,7.0,0.0,0.0,4.0,0.0,1473,-0.65393
118.567,55.60536,199.994,182.1324,4.544627211,5.150877471,0.7885999999999997,1,6.06636706846161,1,0.0,42.0254,5386.29783,-0.73044,-5.0238,3.1618,2.5739,-70.189,3.0,3.0,0.0,0.0,2.0,0.0,1474,7.25403
183.719,46.52608,317.569,269.7705,5.874230983,6.23205034,3.1232200000000017,1,25.12283840507545,1,24.11761188783322,75.25600000000004,16792.01516,-0.45836,6.3138,2.5915,8.1333,-56.3781,3.0,3.0,0.0,1.0,2.0,0.0,1475,5.40715
115.734,27.44704,171.47,150.2312,4.024998844,5.564656197,1.1155,0,0.0,0,0.0,34.413000000000004,3706.78585,-0.2251,0.9004,1.0216,0.0,-17.3906,2.0,0.0,0.0,0.0,0.0,0.0,1476,7.86324
183.469,46.19136,317.942,312.2909,5.089747356,5.770848131,3.2671000000000023,1,25.980208536304467,1,0.0,72.99380000000002,17384.08589,-0.70724,0.0118,3.7766,8.4237,-81.6783,3.0,7.0,0.0,0.0,4.0,0.0,1477,4.73609
129.431,71.50456,222.87,196.1652,1.542539173,5.924104913,-1.5074,0,0.0,0,0.0,46.22560000000001,6459.04019,-0.68713,-4.5786,4.1883,5.1659,-82.3003,3.0,2.0,0.0,0.0,0.0,0.0,1478,8.22627
117.278,16.19208,178.367,222.0005,0.762145099,5.938971861,2.430300000000001,1,0.0,1,0.0,39.11700000000001,3970.92579,-0.08645,0.0306,0.7694,2.7932,-20.5678,2.0,4.0,0.0,0.0,4.0,0.0,1479,5.11255
146.389,52.3,256.148,221.2554,2.646084136,5.56209642,1.3217,1,18.19910120538483,1,20.19931035310268,60.03550000000004,11170.91437,-0.53119,-0.3292,3.1414,8.4357,-66.8318,1.0,5.0,0.0,0.0,2.0,0.0,1480,10.35218
117.677,31.04528,199.644,148.16,1.2983368,4.34223657,0.9971,1,30.33183534230805,1,0.0,41.21700000000002,5138.40681,-0.25928,-2.9083,1.5714,5.1782,-36.4203,1.0,5.0,0.0,0.0,2.0,0.0,1481,6.90776
126.379,25.27136,207.899,187.58,4.457443092,4.244691592,2.262220000000001,1,11.600939890232516,1,0.0,44.508200000000016,5499.32303,-0.25179,-1.6925,1.7561,3.411,-41.3288,4.0,2.0,1.0,1.0,0.0,1.0,1482,2.0334
242.219,93.13584,414.989,465.3601,7.945830764,4.633415965,1.2046,0,0.0,0,26.64618122783893,95.05470000000004,30636.55234,-1.61579,-3.8811,7.0449,9.8173,-143.9307,6.0,3.0,0.0,0.0,2.0,0.0,1483,4.09351
133.117,66.02352,227.011,196.1592,7.607315673,5.453947976,1.0916,1,0.0,1,7.109797541277533,46.912600000000005,6669.65598,-0.64375,-4.0005,3.2262,4.4535,-71.1958,3.0,3.0,0.0,0.0,2.0,0.0,1484,5.01068
110.978,23.2212,191.36,121.18,3.755182764,6.542851876,2.00686,0,0.0,0,0.0,38.44800000000001,4407.74968,-0.21595,0.0313,0.837,3.5363,-15.6894,3.0,2.0,0.0,0.0,0.0,0.0,1485,9.90349
135.048,53.26232,229.772,209.161,8.814278894,4.388738131,1.3229999999999995,1,0.0,1,17.989422542675626,51.963800000000006,6946.34895,-0.26393,-7.4884,2.5725,5.895,-57.8032,3.0,3.0,0.0,0.0,2.0,0.0,1486,5.3431
133.992,44.05752,218.159,221.04,3.298912472,5.620099696,2.7002000000000006,1,23.20187978046503,1,7.109797541277533,49.97330000000001,7327.97306,-0.37757,-0.044,2.1014,3.5228,-47.0309,4.0,2.0,2.0,2.0,2.0,2.0,1487,9.02521
136.791,32.76072,218.26,207.0158,3.153150483,5.145903499,2.5969999999999995,1,23.20187978046503,1,5.425791397110385,47.0791,5961.86671,-0.23507,-1.0348,1.7046,2.6119,-38.0317,3.0,3.0,2.0,2.0,2.0,1.0,1488,5.3328
172.895,41.67264,300.159,269.7705,3.642818495,6.259333578,2.9871000000000016,1,32.04657560476608,1,24.620527464597835,75.28000000000004,16804.61761,-0.46947,6.307,2.66,8.2895,-57.836,3.0,3.0,0.0,1.0,2.0,0.0,1489,5.48014
177.981,56.9024,311.935,261.32,4.354819618,5.524168082,2.2460000000000004,1,31.040744451236847,1,19.696394776338067,71.77250000000004,15954.2054,-0.54167,-1.4224,2.9714,8.5633,-63.7664,1.0,5.0,0.0,0.0,2.0,0.0,1490,6.62033
178.096,113.34456,299.395,301.3192,14.65329282,4.997344222,1.2375000000000005,2,24.26546827384644,2,0.0,79.17290000000003,19382.65394,-1.06797,-12.6115,3.8099,5.1532,-75.798,6.0,8.0,0.0,0.0,4.0,0.0,1491,5.52534
233.505,52.88576,402.938,345.3927,1.357666318,5.496040747,3.8896000000000033,1,12.13273413692322,1,6.606881964512918,91.80420000000004,27481.77748,-0.86532,8.5771,3.967,9.1504,-83.6998,2.0,4.0,1.0,0.0,2.0,0.0,1492,3.0954
176.626,14.56032,325.319,232.4082,0.527699844,6.917465973,5.759900000000005,1,88.6221455254068,1,0.0,77.37300000000006,17880.94797,-0.32559,9.1687,0.0,5.0225,-3.5816,1.0,5.0,0.0,0.0,2.0,0.0,1493,-3.19418
186.11,40.5848,314.189,309.672,3.361741319,5.358142623,2.9959000000000016,1,28.889386753906276,1,19.820645893538757,65.68800000000002,13329.04788,-0.41464,3.4599,3.5625,7.9596,-80.5762,2.0,4.0,1.0,1.0,4.0,0.0,1494,3.40115
150.766,54.64304,260.835,214.27,3.42400801,6.779784039,2.4536000000000016,2,60.6636706846161,2,0.0,62.80360000000004,12354.36416,-0.47032,-4.3721,1.9504,5.9311,-46.5216,2.0,10.0,0.0,0.0,4.0,0.0,1495,7.82405
110.826,30.87792,183.048,142.59,2.539991141,6.593650662,1.8323,1,23.733674027155736,1,0.0,37.37480000000001,4137.76627,-0.22733,0.6647,1.1934,3.2899,-28.6584,2.0,4.0,1.0,1.0,4.0,0.0,1496,7.82405
155.568,39.03672,255.147,233.6537,6.777324266,4.506481587,3.915200000000002,2,35.866408164078955,2,0.0,63.542400000000015,11242.51834,-0.17054,-8.1229,1.4226,5.4074,-36.427,4.0,8.0,1.0,1.0,6.0,0.0,1497,0.99325
133.158,43.932,235.149,178.23,2.037446172,6.882347877,2.484,1,30.33183534230805,1,0.0,51.63280000000003,8085.00817,-0.42573,0.6459,1.6574,5.5432,-38.7684,1.0,5.0,0.0,0.0,2.0,0.0,1498,6.41346
98.945,65.4796,158.29,190.98,5.877051822,5.707464617,-0.1743000000000001,0,0.0,0,0.0,35.383399999999995,3244.63696,-0.55799,-1.8908,2.2229,0.9024,-42.9913,3.0,1.0,0.0,0.0,0.0,0.0,1499,6.70319
225.855,15.85736,339.143,374.8652,0.639354048,4.997814435,7.5064,2,69.60563934139509,2,0.0,83.77999999999999,19148.71266,-0.10098,-4.4414,1.1312,1.7062,-26.5,10.0,2.0,6.0,6.0,0.0,2.0,1500,-11.80328
94.662,64.09888,162.807,126.12,6.897698402,6.134219098,-0.6283800000000002,0,0.0,0,0.0,32.420399999999994,2818.72362,-0.59993,-2.6849,2.5344,2.3385,-49.8725,3.0,1.0,0.0,0.0,0.0,0.0,1501,8.85367
151.24,15.02056,273.517,190.3278,0.528638132,6.895432062,4.760500000000005,1,69.86259623339333,1,0.0,63.61600000000006,12159.68347,-0.26095,5.853,0.0,4.3004,-3.1121,1.0,5.0,0.0,0.0,2.0,0.0,1502,-1.19849
246.113,83.01056,415.93,460.7902,8.220232521,5.587678402,4.400800000000001,2,41.93277523254056,2,6.606881964512918,100.98090000000003,32157.71092,-0.98089,-3.9199,5.284,9.1758,-111.7925,7.0,8.0,1.0,1.0,4.0,1.0,1503,1e-05
151.941,22.50992,243.637,223.1012,3.890924553,5.959026391,4.660400000000002,2,65.66644925969631,2,0.0,61.898000000000025,10979.3072,-0.10229,-5.6263,0.4782,4.0225,-14.8595,4.0,8.0,2.0,2.0,4.0,1.0,1504,-0.00345
184.12,58.40864,325.489,263.34,5.009572994,5.55118873,2.492000000000001,1,32.04657560476608,1,19.696394776338067,73.88650000000004,16882.26238,-0.5894,2.9903,2.9028,8.425,-61.9271,1.0,5.0,0.0,0.0,2.0,0.0,1505,7.00307
206.428,56.02376,367.046,291.39,4.951950883,5.533856157,3.2722000000000024,1,44.888218850618095,1,19.696394776338067,83.12050000000005,21223.40021,-0.6424,5.2199,3.1013,9.5485,-66.7148,1.0,5.0,0.0,0.0,2.0,0.0,1506,4.38203
298.894,71.58824,504.402,443.536,1.247249834,5.956538725,5.650000000000008,4,127.39370843769387,4,0.0,134.20659999999998,56428.84843,-0.72682,-21.5026,2.7353,11.3171,-64.0633,6.0,23.0,0.0,0.0,10.0,0.0,1507,-4.36618
223.985,53.93176,360.01,376.18,2.34980974,5.217261586,3.412300000000002,2,23.20187978046503,2,0.0,92.235,24834.34854,-0.61108,-16.4515,3.9752,6.8913,-79.3138,8.0,9.0,2.0,2.0,4.0,1.0,1508,0.0
157.068,49.9988,259.586,224.22,2.173604332,4.04392425,2.1676000000000006,2,24.26546827384644,2,0.0,61.41380000000002,11364.92438,-0.42996,-14.7593,2.4056,5.3054,-54.7577,7.0,7.0,0.0,0.0,4.0,0.0,1509,0.09531
146.268,33.97408,233.127,177.2204,4.271299695,4.838325426,2.623500000000001,1,0.0,1,0.0,51.13250000000002,7102.67425,-0.27008,-4.8937,1.6615,4.6107,-34.5425,2.0,4.0,0.0,0.0,4.0,0.0,1510,2.82876
128.709,57.99024,205.808,207.02,9.860364528,5.110194251,1.6687999999999998,0,23.20187978046503,0,5.733667477162185,45.6287,5957.10117,-0.63897,-0.9682,2.6965,0.8144,-52.0398,4.0,1.0,2.0,2.0,0.0,0.0,1511,7.81601
107.411,13.22144,187.191,120.195,0.519847047,6.923609513,2.639100000000001,1,43.67639416492468,1,0.0,40.43700000000001,4832.78978,-0.14412,0.3049,0.0,3.0382,-2.3323,1.0,5.0,0.0,0.0,2.0,0.0,1512,3.9279
99.974,42.50944,169.392,139.11,4.670364553,4.454317061,1.3004000000000002,1,6.06636706846161,1,0.0,34.7612,3322.05726,-0.25793,-4.2148,1.797,3.5131,-42.3454,2.0,4.0,0.0,0.0,2.0,0.0,1513,9.49552
133.872,39.41328,229.829,176.22,3.421742858,5.854472301,2.26,1,36.407855449141934,1,0.0,51.53880000000002,7981.9834,-0.42416,-2.0694,1.5854,5.0934,-37.1671,1.0,5.0,0.0,0.0,2.0,0.0,1514,6.17379
142.923,44.64328,243.676,201.66,6.531968887,6.378244131,1.3885999999999998,0,0.0,0,23.72309001983781,53.164400000000015,7900.15138,-0.84147,2.2886,3.7989,4.9266,-66.3815,3.0,0.0,1.0,1.0,0.0,0.0,1515,1.82455
224.56,92.6756,387.556,410.4008,11.81577771,5.47744502,0.9318999999999996,1,18.19910120538483,1,26.64618122783893,97.69570000000004,30589.94988,-1.51501,-6.2936,6.8695,11.947,-140.248,5.0,5.0,0.0,0.0,2.0,0.0,1516,4.78755
104.759,53.42968,174.064,147.139,6.443361464,4.720995856,0.0019999999999998,0,0.0,0,5.733667477162185,39.5404,4411.97126,-0.65394,-8.6892,3.2324,2.5979,-55.7737,3.0,3.0,0.0,0.0,0.0,0.0,1517,6.57088
145.463,30.83608,255.661,204.2682,2.951781138,5.636308983,3.1997000000000018,1,37.274878618743216,1,6.606881964512918,60.77250000000004,11067.46443,-0.38976,0.1816,1.5871,6.7699,-37.5385,1.0,5.0,0.0,0.0,2.0,0.0,1518,3.69635
186.735,23.59776,289.599,291.9914,3.860345473,5.627042957,5.967200000000001,2,58.53649369785329,2,0.0,71.91800000000002,14720.04323,-0.09079,-2.555,0.8651,3.9123,-23.8268,6.0,6.0,4.0,4.0,4.0,3.0,1519,-3.30336
126.63,43.5136,218.39,165.19,3.381580795,6.805085471,1.7132199999999995,1,12.13273413692322,1,7.04767198267719,46.26270000000002,6396.86665,-0.48464,-1.9986,2.2237,4.9657,-45.9927,2.0,4.0,0.0,0.0,2.0,0.0,1520,7.86327
111.16,43.68096,197.75,164.2036,2.242186037,6.767882616,2.0939,1,30.33183534230805,1,0.0,47.01580000000003,6684.74154,-0.40119,-0.466,1.6201,5.1267,-37.7858,1.0,5.0,0.0,0.0,2.0,0.0,1521,7.91026
143.178,14.35112,257.421,176.3,0.530417612,6.898527772,4.199500000000003,1,62.93885903370271,1,0.0,58.90500000000005,10352.17003,-0.23945,4.7408,0.0,4.0784,-2.9811,1.0,5.0,0.0,0.0,2.0,0.0,1522,-0.8052
173.6,60.12408,308.499,279.34,5.053225907,6.678262687,1.84434,1,18.19910120538483,1,25.726386777918464,76.75600000000004,17921.85803,-0.64064,3.8069,3.6353,10.1733,-77.6289,3.0,3.0,0.0,0.0,2.0,0.0,1523,10.16585
118.883,48.45072,190.702,201.0193,7.357020508,5.229304264,1.9672000000000005,1,0.0,1,0.0,41.19430000000001,4809.84399,-0.27571,-2.0059,1.6937,3.2167,-38.9372,3.0,3.0,0.0,0.0,2.0,0.0,1524,7.1929
179.063,26.15,279.329,307.9908,4.518756385,6.035274094,6.092500000000001,2,52.47012662939168,2,0.0,72.99800000000002,15562.30483,-0.14898,-2.8677,1.2895,4.0064,-32.1346,6.0,6.0,4.0,4.0,4.0,4.0,1525,-2.46713
210.772,54.01544,371.447,340.419,2.189088252,6.186327569,4.482500000000004,2,79.92613555339415,2,0.0,96.63760000000006,28809.92823,-0.8238,-2.4407,3.3358,10.0204,-77.4845,2.0,10.0,0.0,0.0,4.0,0.0,1526,3.71113
171.194,21.71496,269.621,257.5463,4.405937877,5.755259808,5.313800000000001,2,71.20102208146722,2,0.0,66.90800000000002,12795.41953,-0.09372,-4.0912,0.5998,3.7986,-17.506,5.0,7.0,3.0,3.0,4.0,1.0,1527,-1.77079
152.386,108.74216,256.339,267.3324,9.983337779,5.266370816,-0.0597999999999995,0,0.0,0,5.752853606746789,56.54440000000001,12054.14161,-0.90467,0.5018,2.966,3.5813,-62.8113,3.0,1.0,0.0,1.0,0.0,0.0,1528,9.39236
158.332,14.2256,284.862,190.3278,0.50292038,6.898140037,4.589600000000004,1,69.35968065662873,1,0.0,63.522000000000055,12031.90968,-0.25927,5.8462,0.0,4.2822,-3.1076,1.0,5.0,0.0,0.0,2.0,0.0,1529,-2.7182
132.189,14.0164,236.665,162.28,0.499051898,6.90230183,3.809400000000003,1,56.5180374107767,1,0.0,54.288000000000046,8793.57671,-0.21206,3.6293,0.0,3.7966,-2.7944,1.0,5.0,0.0,0.0,2.0,0.0,1530,-0.10314
147.904,228.99032,265.751,223.29,13.64912867,6.571645619,1.8533,1,12.13273413692322,1,26.744066759015254,61.83080000000004,11806.06488,-0.41395,3.2343,2.4848,6.4698,-54.2921,2.0,4.0,0.0,0.0,4.0,0.0,1531,9.15905
143.672,21.71496,218.445,231.881,1.454572229,5.831702618,4.0058,1,46.40375956093006,1,0.0,48.146800000000006,6587.06316,-0.16657,2.8901,1.074,0.8372,-24.8484,5.0,1.0,4.0,4.0,0.0,2.0,1532,5.20949
131.428,62.38344,219.378,190.155,8.976321116,4.834695697,1.4912,1,18.19910120538483,1,0.0,49.44330000000001,6790.84666,-0.4561,-9.6828,2.3166,3.7155,-51.7346,4.0,5.0,0.0,0.0,3.0,0.0,1533,6.56515
225.225,103.63768,392.033,424.4,10.19067232,5.849818335,0.6739999999999994,1,12.13273413692322,1,38.35382251636786,104.29240000000004,33947.81296,-1.73987,-6.5437,7.2492,10.6058,-143.3776,5.0,5.0,0.0,0.0,2.0,0.0,1534,6.44413
199.774,52.00712,346.554,311.8077,7.124880776,6.247226138,2.946300000000001,1,32.04657560476608,1,23.93155154624631,84.90400000000005,21521.0785,-0.62866,5.5369,3.3763,10.0635,-73.5593,3.0,3.0,0.0,1.0,2.0,0.0,1535,4.65326
138.033,39.9572,244.127,191.2724,5.76346588,6.231192365,2.4770200000000004,1,17.696185628620217,1,13.08951281182515,58.43050000000004,10290.77688,-0.37732,1.5265,1.6652,6.0031,-34.8446,2.0,4.0,0.0,0.0,2.0,0.0,1536,6.81564
266.191,99.62104,461.915,487.4589,5.879622898,5.356201906,0.9878999999999994,0,0.0,0,33.253063192351846,109.99220000000004,39978.5469,-1.71384,-1.142,8.1771,13.9388,-166.8664,5.0,4.0,0.0,0.0,1.0,0.0,1537,4.7362
142.46,32.38416,237.163,200.62,2.607341977,5.664432781,2.2223,1,11.600939890232516,1,6.606881964512918,49.073300000000025,7248.3619,-0.44523,-0.4579,2.4981,5.2402,-56.3139,3.0,3.0,1.0,1.0,2.0,1.0,1538,4.78749
157.982,44.26672,270.438,215.69,6.706919858,6.366482003,1.7770999999999997,0,0.0,0,17.178333613925236,57.75940000000002,9441.80955,-0.88218,3.4066,3.8341,5.1519,-67.4132,3.0,0.0,1.0,1.0,0.0,0.0,1539,3.49651
128.679,32.8444,212.101,186.6,2.535559961,5.665940293,1.8322,1,11.600939890232516,1,7.109797541277533,44.45630000000002,5934.24239,-0.40684,-1.5663,2.4127,4.5876,-54.1383,3.0,3.0,1.0,1.0,2.0,1.0,1540,5.52146
96.332,61.42112,158.639,119.124,8.150535963,5.928898201,0.9578999999999998,0,0.0,0,0.0,33.88869999999999,3239.36531,-0.40234,-8.2473,2.0223,2.6568,-35.7127,2.0,4.0,0.0,0.0,1.0,0.0,1541,10.93397
121.154,42.6768,194.946,201.0193,1.200248953,4.955903436,1.9672000000000005,1,15.929943897949348,1,0.0,41.19430000000001,4809.12265,-0.27017,-2.0097,1.6805,3.2447,-38.5076,3.0,3.0,0.0,0.0,0.0,0.0,1542,4.72729
137.968,38.4928,219.778,179.193,6.656996157,5.254091944,2.1191,1,6.06636706846161,1,0.0,48.087300000000006,6297.46106,-0.41569,-6.228,2.152,3.3427,-45.2598,2.0,4.0,0.0,0.0,2.0,0.0,1543,4.61282
110.976,24.64376,175.666,135.18,1.938345439,5.865657002,2.2963000000000005,1,12.13273413692322,1,0.0,39.62000000000002,4435.27403,-0.14254,-7.8142,0.7944,2.6955,-15.5419,2.0,5.0,0.0,0.0,2.0,0.0,1544,8.36637
146.359,22.88648,235.046,223.1012,4.508859927,5.889096086,4.660400000000001,2,53.53371512277308,2,0.0,61.898000000000025,10967.22638,-0.10491,-5.6255,0.5739,4.2459,-17.3052,4.0,8.0,2.0,2.0,4.0,1.0,1545,-0.54456
165.47,58.95256,290.07,247.2932,4.860274398,5.531927141,1.8559,1,18.19910120538483,1,19.696394776338067,67.15550000000003,13992.58071,-0.5151,-2.5413,2.7883,7.7335,-59.5724,1.0,5.0,0.0,0.0,2.0,0.0,1546,6.65956
116.976,31.38,189.667,187.04,2.600486798,6.53053654,1.9414,1,28.06267803487257,1,0.0,40.06480000000001,4641.14736,-0.22937,0.9257,1.2562,3.3731,-30.2131,2.0,4.0,0.0,0.0,4.0,0.0,1547,7.69621
116.605,13.598,205.961,134.222,0.479211313,6.894703297,3.029200000000001,1,43.67639416492468,1,0.0,45.05400000000003,6018.54338,-0.16791,1.4136,0.0,3.3004,-2.495,1.0,5.0,0.0,0.0,2.0,0.0,1548,5.80212
105.968,63.5968,176.291,147.139,7.922691518,4.780749913,0.0019999999999998,0,0.0,0,5.733667477162185,39.5404,4409.44746,-0.70415,-8.6866,3.3353,2.7859,-57.493,3.0,3.0,0.0,0.0,0.0,0.0,1549,6.57088
141.036,32.0076,234.785,188.18,1.280938785,3.686556934,1.7175,1,12.13273413692322,1,0.0,50.52480000000002,7591.40032,-0.45801,-8.3535,2.369,4.7649,-53.1483,6.0,4.0,0.0,0.0,2.0,0.0,1550,5.70378
167.451,23.38856,263.9,257.5463,4.102988547,5.810223299,5.313800000000002,2,59.06828794454399,2,0.0,66.90800000000003,12772.75877,-0.09811,-4.09,0.7037,4.0392,-20.1595,5.0,7.0,3.0,3.0,6.0,1.0,1551,-1.95293
91.342,14.30928,150.802,114.095,2.41e-05,6.462419603,1.9648,1,0.0,1,0.0,26.358,2064.5766,-0.11869,-1.4224,1.0283,3.125,-26.9367,2.0,4.0,0.0,0.0,4.0,0.0,1552,7.10802
147.116,20.2924,218.2,261.0798,4.513111484,5.41524629,3.025500000000001,1,6.06636706846161,1,0.0,53.845000000000006,7328.44369,-0.14483,-3.1473,1.0124,2.7753,-20.7443,2.0,4.0,0.0,0.0,2.0,0.0,1553,1.69648
199.374,22.1752,307.172,342.4359,3.22703894,5.91726315,6.7459,2,58.00469945116258,2,0.0,78.00800000000001,17698.07178,-0.1444,-1.3327,1.3923,3.6922,-34.2627,7.0,5.0,5.0,5.0,4.0,2.0,1554,-4.38739
182.731,105.2276,315.056,337.7,3.498489893,5.006785489,-0.2475000000000006,0,0.0,0,26.079313798073024,73.9464,15883.02435,-1.064,3.5612,6.224,9.504,-126.4723,3.0,1.0,0.0,1.0,0.0,0.0,1555,8.29405
216.748,62.84368,377.647,314.4018,5.654390214,6.099251905,1.7605,0,32.533096548462986,0,26.45507953661409,80.56000000000004,20784.21175,-0.83922,6.7065,4.7378,10.3589,-91.9866,2.0,0.0,0.0,0.0,0.0,2.0,1556,6.07073
108.706,38.36728,185.751,148.16,2.291989158,5.523049694,1.7844,1,36.91077102590655,1,0.0,43.11180000000002,5320.93609,-0.3728,-4.1617,1.551,4.1282,-35.9559,1.0,5.0,0.0,0.0,2.0,0.0,1557,7.17012
103.123,32.50968,179.182,122.17,1.886484536,6.913386598,1.2213999999999998,1,30.33183534230805,1,6.606881964512918,37.23180000000001,4161.23155,-0.25132,0.2311,0.9676,3.4638,-23.0928,1.0,5.0,0.0,0.0,2.0,0.0,1558,10.00785
151.395,32.04944,242.638,193.2198,7.247205966,5.250919639,2.2075000000000005,1,6.06636706846161,1,7.109797541277533,52.467500000000015,7692.36316,-0.35303,-5.2016,2.2265,5.2007,-46.5247,2.0,4.0,0.0,0.0,2.0,0.0,1559,3.95135
152.386,35.10376,254.48,215.208,5.909004391,4.210343186,2.967400000000002,2,30.33183534230805,2,0.0,60.19720000000002,10174.75427,-0.33359,-9.9953,1.8543,5.0858,-45.3041,4.0,8.0,0.0,0.0,4.0,0.0,1560,3.40128
167.585,23.59776,263.926,257.5463,5.688720131,5.739447536,5.313800000000001,2,59.06828794454399,2,0.0,66.90800000000002,12781.07468,-0.0976,-4.0903,0.6951,4.005,-19.9269,5.0,7.0,3.0,3.0,4.0,3.0,1561,-2.0174
110.478,48.86912,196.763,153.1864,2.449230394,6.630517319,0.1594,0,13.847474399381248,0,11.46733495432437,42.7408,5269.87256,-1.11026,-0.1731,3.9473,3.133,-67.609,3.0,0.0,0.0,0.0,0.0,0.0,1562,8.64119
76.313,66.65112,127.363,96.09,8.622171448,5.446139393,-0.2301,0,0.0,0,0.0,24.8577,1736.26671,-0.38929,-3.353,1.7874,2.2115,-34.2954,1.0,3.0,0.0,0.0,0.0,0.0,1563,13.02805
146.638,49.95696,254.077,214.2848,2.584421491,5.278631729,0.3715000000000003,0,32.533096548462986,0,12.098439453777644,56.923400000000015,9720.53378,-0.62218,3.3662,3.5057,5.2524,-64.3162,3.0,0.0,0.0,0.0,0.0,0.0,1564,7.10576
207.51,41.04504,328.056,320.05,0.367553826,6.009109517,5.929000000000001,2,47.46734805431147,2,0.0,80.24100000000003,19015.47747,-0.12497,-0.0942,1.0228,5.6518,-29.1021,4.0,8.0,2.0,4.0,8.0,0.0,1565,-2.40795
252.562,99.49552,431.366,472.49,5.760052667,5.409654076,0.4454999999999996,0,12.990104268152232,0,25.289237293308187,107.39500000000002,39030.59726,-1.76424,-9.889,7.414,11.3035,-147.0668,6.0,5.0,0.0,0.0,1.0,0.0,1566,2.89042
205.004,20.62712,314.782,342.4359,1.95725161,5.504798192,6.745900000000001,2,76.2038006565474,2,0.0,78.00800000000001,17773.06581,-0.12863,-1.3374,1.1575,3.2162,-28.38,7.0,5.0,5.0,5.0,2.0,0.0,1567,-5.53869
189.742,69.95648,307.418,302.3177,10.5034112,6.267843943,1.5214,0,0.0,0,21.3293926238326,68.82000000000002,15688.78737,-0.50814,6.5697,3.6688,7.3745,-74.7717,2.0,0.0,0.0,0.0,0.0,0.0,1568,5.23024
190.962,23.012,296.193,291.9914,3.254405011,5.64173548,5.967200000000001,2,64.60286076631489,2,0.0,71.91800000000002,14734.24607,-0.08887,-2.5554,0.781,3.7047,-21.6673,6.0,6.0,4.0,4.0,6.0,1.0,1569,-3.24579
184.91,26.02448,290.477,273.5457,2.540774519,6.060827231,5.439100000000002,2,40.86918673915916,2,0.0,67.98800000000003,13491.67021,-0.16143,-4.4018,1.3272,4.5842,-33.378,5.0,7.0,3.0,3.0,4.0,1.0,1570,-0.01006
