MolecularVolume,SolvationEnergy,MolecularSurfaceArea,MolarMass,DipoleMoment,gap,MolLogP,fr_benzene,PEOE_VSA6,NumAromaticCarbocycles,SMR_VSA6,MolMR,rdf_alp,rdf_eeq,dga,sa,sdc,dgp,356,849,561,659,726,366,molindx,logS
170.432,53.5552,294.572,256.322,3.402805556,5.974932543,1.0258,0,32.107997477006606,0,18.492338119440245,65.12080000000003,13220.13518,-0.69957,0.5113,3.7771,6.6229,-71.9957,3.0,0.0,0.0,0.0,0.0,0.0,2033,8.13155
156.875,56.35848,267.009,228.247,2.436172971,5.629031294,2.7492000000000014,2,30.33183534230805,2,0.0,63.66830000000004,12487.78332,-0.46819,-8.783,2.348,6.6122,-54.3147,3.0,9.0,0.0,0.0,6.0,0.0,2034,4.2778
190.856,58.82704,311.565,297.1372,3.91581434,5.92862527,4.412800000000002,2,41.40098098584986,2,0.0,74.31780000000002,16572.03149,-0.44767,-5.7217,2.4182,5.6499,-56.3051,5.0,7.0,2.0,2.0,4.0,1.0,2035,1.41139
145.399,26.06632,226.591,211.4749,6.231050099,5.886435355,3.655400000000001,1,34.802819670697545,1,7.109797541277533,48.024000000000015,6591.22998,-0.11478,2.3804,1.0747,2.8423,-25.1892,4.0,2.0,3.0,3.0,2.0,1.0,2036,2.37963
134.519,29.4972,241.231,178.2736,2.063708048,6.769379053,2.5560200000000006,1,43.67639416492469,1,6.606881964512918,55.74980000000004,9472.02752,-0.36285,4.5756,1.0639,4.7728,-25.4212,2.0,4.0,0.0,0.0,2.0,0.0,2037,5.58274
263.005,83.4708,439.148,458.8326,5.79588036,5.20168306,4.564500000000002,2,41.02212089082949,2,20.32356147030337,112.91700000000002,38294.85406,-0.74579,-16.1576,5.2966,10.3113,-107.8533,8.0,9.0,1.0,1.0,4.0,1.0,2038,0.82855
195.728,47.6976,333.187,321.1998,6.986834326,6.006721444,3.732100000000002,1,36.54643860308167,1,26.427527858051672,78.64300000000004,18769.16616,-0.46676,7.6583,3.0,8.0724,-68.2131,3.0,3.0,2.0,2.0,2.0,1.0,2039,2.48489
182.777,62.88552,285.371,432.99,2.979532001,5.172812853,1.5558,1,0.0,1,0.0,72.856,14914.99299,-0.76556,3.6761,3.4296,3.4197,-71.787,4.0,2.0,0.0,0.0,1.0,0.0,2040,6.42972
228.718,55.8564,366.554,377.2981,6.567362705,5.748794108,6.073700000000003,1,34.58360457657819,1,18.298649519593404,92.31400000000002,27360.83452,-0.36258,12.7013,2.7033,7.7652,-62.0035,3.0,3.0,2.0,2.0,2.0,1.0,2041,-3.12357
168.897,45.43824,301.171,236.3102,2.201110483,5.659329011,3.519400000000003,1,32.60702369139466,1,6.606881964512918,67.14830000000003,13704.55032,-0.58119,3.5583,2.4734,7.0617,-56.2638,2.0,4.0,0.0,0.0,4.0,0.0,2042,2.99677
147.455,61.63032,248.686,202.2152,4.86748511,4.786120355,0.3275199999999996,1,30.33183534230805,1,5.842670270266239,56.615400000000015,9248.51211,-0.54631,-8.3896,3.2486,4.9215,-60.4523,4.0,5.0,0.0,0.0,2.0,0.0,2043,7.49541
185.471,54.35016,315.541,288.35,2.231723329,5.939277445,4.105600000000004,3,90.99550602692418,3,0.0,86.84380000000006,23215.58202,-0.45557,-14.0075,1.6435,7.5327,-41.188,3.0,15.0,0.0,0.0,6.0,0.0,2044,3.91202
100.697,51.42136,172.402,142.111,5.183384635,5.567477474,-0.1623,0,0.0,0,0.0,32.56559999999999,3204.58832,-0.48893,-1.6979,2.7563,3.2196,-60.775,3.0,2.0,0.0,0.0,0.0,0.0,2045,10.2183
131.101,44.93616,227.5,180.203,1.984106229,5.69145479,1.9573999999999996,1,0.0,1,0.0,48.65830000000003,7231.41555,-0.48629,-0.8727,2.4019,5.6808,-53.9981,2.0,4.0,0.0,0.0,4.0,0.0,2046,7.09349
139.69,46.31688,241.147,180.21,2.137694937,5.666132133,1.959,1,6.923737199690624,1,6.606881964512918,48.68030000000003,7209.40373,-0.48529,-0.8794,2.4027,5.7725,-54.0447,2.0,4.0,0.0,0.0,4.0,0.0,2047,6.21461
157.147,44.3504,277.937,222.2834,2.18796112,5.669276138,3.129300000000002,1,26.186202068468653,1,6.606881964512918,62.53130000000005,11863.34961,-0.5588,2.4505,2.4643,6.7407,-55.9119,2.0,4.0,0.0,0.0,4.0,0.0,2048,3.2188
134.973,15.94104,240.319,174.287,0.92935978,6.73800956,3.9066000000000023,1,44.03084871938909,1,0.0,57.02900000000004,9776.89284,-0.20042,0.2112,0.0,3.9881,-2.8979,2.0,4.0,0.0,0.0,2.0,0.0,2049,9.65802
137.59,34.22512,244.059,176.2578,3.51620524,6.060805462,2.9415000000000013,1,38.112942673227685,1,0.0,54.91600000000003,9029.04582,-0.26954,1.9764,0.9227,5.7165,-22.9664,2.0,4.0,1.0,0.0,4.0,0.0,2050,4.47506
210.988,38.24176,361.919,333.254,1.845971326,5.919966331,5.131800000000005,1,56.31181904862432,1,13.213763929025836,86.22200000000005,22713.44131,-0.4932,8.8633,2.5702,8.2225,-59.5708,3.0,3.0,2.0,2.0,2.0,1.0,2051,-3.42953
159.826,79.78888,278.211,267.25,9.327001092,5.846099353,-0.1962800000000001,0,5.114250125629398,0,6.606881964512918,64.60650000000003,11944.13803,-0.87856,-2.5649,5.0977,8.8593,-105.3787,3.0,1.0,0.0,0.0,0.0,0.0,2052,9.90848
174.503,60.8772,294.904,304.219,5.696154359,3.735412281,3.1548000000000016,2,18.19910120538483,2,5.316788604006331,76.1299,15210.97657,-0.41092,-11.8329,3.4147,6.5264,-78.6892,5.0,7.0,0.0,0.0,2.0,0.0,2053,0.09531
99.881,43.84832,168.189,122.12,2.517833417,4.97584395,1.2046999999999997,1,12.13273413692322,1,0.0,33.4943,3280.28557,-0.28352,-3.8018,1.6009,3.485,-36.6699,2.0,4.0,0.0,0.0,2.0,0.0,2054,8.88045
154.516,47.40472,274.109,211.2662,3.513752232,6.859023282,1.1322999999999996,0,0.0,0,24.28813115520277,59.30140000000002,10076.64632,-0.9882,2.5574,4.3349,6.2608,-77.4396,3.0,0.0,0.0,0.0,0.0,0.0,2055,7.49544
112.683,35.60584,189.52,136.15,5.395491083,5.171886033,1.5076999999999998,1,0.0,1,7.109797541277533,38.38150000000001,4315.54058,-0.22185,-2.7801,1.544,4.724,-35.2527,2.0,4.0,0.0,0.0,4.0,0.0,2056,8.36404
139.633,20.41792,218.489,211.466,1.173574067,5.976849586,3.6608200000000006,1,34.802819670697545,1,0.0,47.87380000000002,6541.32241,-0.21432,2.3567,1.3644,2.5164,-32.2693,5.0,1.0,3.0,3.0,0.0,2.0,2057,4.7185
288.141,77.06928,494.641,471.589,1.795585225,5.859966554,6.038800000000008,4,127.39370843769387,4,0.0,143.41059999999987,63850.55723,-0.75495,-19.2989,2.7947,12.437,-65.3875,6.0,23.0,0.0,0.0,10.0,0.0,2058,-6.70893
211.354,65.43776,357.062,329.2,6.958461549,5.993166085,3.8151800000000025,1,37.04935417984628,1,0.0,83.55070000000003,21315.4207,-0.66956,1.8865,3.5873,8.6766,-74.3251,3.0,3.0,2.0,2.0,2.0,1.0,2059,10.33202
124.882,83.17792,210.367,178.15,7.059305865,4.836064703,-0.6851800000000001,0,0.0,0,0.0,45.5164,5584.27839,-0.79287,-8.1747,3.6872,3.3854,-69.1674,5.0,1.0,0.0,0.0,0.0,0.0,2060,7.1309
140.868,55.27064,241.582,201.2304,3.172864991,6.263736383,1.0658999999999996,1,30.33183534230805,1,11.050456081168516,58.00810000000001,9858.16595,-0.9315,-8.1311,3.6764,4.5768,-64.9212,3.0,6.0,0.0,0.0,2.0,0.0,2061,7.82394
125.024,25.77344,204.585,152.6231,2.90350526,5.565642338,2.938600000000001,1,36.91077102590655,1,5.880003444970339,46.196000000000026,5903.51709,-0.11737,-0.6373,0.3828,3.8015,-11.9647,1.0,5.0,0.0,1.0,2.0,0.0,2062,0.90016
145.129,111.96384,256.868,263.201,11.50032091,5.939912831,-1.2886000000000004,0,0.0,0,12.340549441675105,54.859000000000016,9394.03827,-1.08257,2.35,5.235,5.7954,-109.3223,2.0,2.0,0.0,0.0,1.0,0.0,2063,11.22591
183.467,65.6888,269.407,298.4466,4.433512635,4.291524588,3.51418,0,22.673571755869474,0,0.0,66.31139999999999,15228.20924,-0.25802,-3.8325,1.6886,0.0,-27.6934,4.0,0.0,0.0,0.0,0.0,0.0,2064,5.11799
142.398,34.9364,254.743,190.2846,3.461165387,6.087148819,3.115600000000001,1,45.03667987291831,1,0.0,59.52700000000005,10644.66964,-0.2948,3.0932,0.9061,5.724,-22.4988,2.0,4.0,0.0,0.0,4.0,0.0,2065,4.8828
187.214,75.14464,319.723,290.3332,7.717474248,5.437082623,3.1374000000000017,2,6.578935683598497,2,0.0,75.44260000000004,19034.09976,-0.65501,-7.876,2.9518,7.8421,-67.3674,4.0,8.0,0.0,0.0,8.0,0.0,2066,1.78339
188.96,48.82728,328.912,333.2665,6.004273473,4.061001308,3.924200000000004,1,12.152040213667764,1,17.98942254267563,77.4538,16713.7337,-0.48478,2.377,3.9091,10.0031,-90.7414,4.0,2.0,0.0,0.0,0.0,0.0,2067,-1.60999
119.257,32.8444,201.642,146.1884,5.552805228,4.750397773,2.2888,1,30.33183534230805,1,0.0,46.157000000000025,6067.35854,-0.19846,-2.8519,0.8753,4.946,-21.7433,1.0,5.0,0.0,0.0,2.0,0.0,2068,6.19441
179.216,26.9868,282.177,273.5457,4.555745334,5.89473973,5.439100000000002,2,40.86918673915916,2,0.0,67.98800000000003,13488.84007,-0.15888,-4.4018,1.2561,4.4588,-31.6008,5.0,8.0,3.0,3.0,6.0,1.0,2069,0.29273
167.817,39.66432,278.38,263.12,1.88363402,5.958045148,3.325400000000002,1,30.12561698015565,1,13.213763929025836,63.20700000000004,12012.81408,-0.37211,3.3124,2.4978,6.5771,-56.9164,3.0,3.0,2.0,2.0,2.0,1.0,2070,2.69392
148.826,51.63056,239.842,243.6643,4.388184923,5.992549203,1.8010000000000004,1,29.004092836628864,1,0.0,58.730800000000016,9898.17434,-0.47367,-6.3977,2.4581,3.9056,-52.8344,4.0,3.0,1.0,1.0,2.0,1.0,2071,6.39679
139.105,43.80648,245.05,194.23,2.239330306,5.669840775,2.3491000000000004,1,13.344558822616634,1,6.606881964512918,53.29730000000004,8667.58703,-0.50981,0.2299,2.4279,6.1436,-54.7771,2.0,4.0,0.0,0.0,4.0,0.0,2072,5.33272
171.528,64.55912,299.08,263.2956,5.718547234,5.826128634,0.5011000000000001,1,18.19910120538483,1,26.151928471986103,71.06600000000003,15453.82656,-0.65744,-1.2489,3.894,8.8672,-78.3857,1.0,5.0,0.0,0.0,2.0,0.0,2073,11.2503
128.443,46.73528,219.662,166.18,2.17556275,5.668813817,1.5688999999999995,1,0.0,1,6.606881964512918,44.06330000000003,5912.46057,-0.45194,-1.9895,2.4095,5.4664,-53.9921,2.0,4.0,0.0,0.0,4.0,0.0,2074,6.78559
156.628,37.82336,261.216,193.24,5.675724993,5.213260966,3.5337000000000023,2,48.02802097092827,2,0.0,61.33000000000003,11072.5568,-0.22553,-12.7048,0.8754,5.2316,-18.4653,4.0,8.0,0.0,0.0,6.0,0.0,2075,1.96009
162.765,60.08224,266.219,338.983,3.204240083,5.942877785,1.8716000000000008,1,0.0,1,0.0,62.82200000000001,11659.39536,-0.7656,2.8779,3.4573,3.4023,-72.8985,4.0,2.0,0.0,0.0,0.0,0.0,2076,8.29409
151.01,45.14536,266.555,208.2566,2.241413622,5.672704775,2.7392000000000016,1,19.765380445542643,1,6.606881964512918,57.91430000000004,10186.97758,-0.52895,1.3402,2.449,6.4014,-55.4052,2.0,4.0,0.0,0.0,4.0,0.0,2077,3.46562
163.657,39.41328,282.245,229.7119,6.553851281,6.147002742,1.803,0,0.0,0,29.850967552594536,62.56170000000003,11103.93168,-0.81238,4.3838,3.7322,6.1615,-65.573,3.0,0.0,1.0,1.0,0.0,0.0,2078,2.99609
171.019,51.0448,291.024,273.2446,7.078686127,3.969897269,2.545420000000002,2,29.82891976554344,2,0.0,71.03750000000001,14765.3564,-0.59517,-9.8834,3.2709,5.9702,-75.4824,6.0,6.0,0.0,0.0,4.0,0.0,2079,2.91634
203.486,50.24984,342.507,324.8091,5.18560136,5.083441908,3.934000000000003,2,41.93277523254056,2,17.98942254267563,93.47700000000005,25145.63721,-0.46312,-11.9628,2.6196,8.6324,-55.0477,6.0,8.0,1.0,1.0,4.0,0.0,2080,1.3853
119.515,21.38024,207.715,135.21,3.338695582,6.457029161,2.3152800000000004,0,0.0,0,0.0,43.18500000000002,5572.64303,-0.24971,1.0336,0.8467,3.8401,-15.8006,4.0,1.0,0.0,0.0,0.0,0.0,2081,8.80538
119.517,61.0864,193.712,166.206,7.310406499,5.414885195,1.0747999999999998,0,0.0,0,6.255769183511404,43.46470000000001,5612.58823,-0.53836,-5.6767,2.7646,3.3128,-48.2681,3.0,2.0,0.0,0.0,0.0,0.0,2082,6.64509
172.758,39.91536,290.143,277.1468,1.772381314,5.947304808,3.715500000000003,1,36.54643860308167,1,13.213763929025836,67.82400000000004,13957.95164,-0.398,4.4281,2.5175,7.1089,-57.7235,3.0,3.0,2.0,2.0,2.0,1.0,2083,3.82853
187.098,64.93568,317.905,254.29,4.403614526,4.862098666,3.4011000000000013,2,54.59730361615449,2,0.0,73.07830000000003,15861.85522,-0.50002,-7.922,2.194,7.1554,-51.5076,3.0,9.0,0.0,0.0,6.0,0.0,2084,0.79299
167.219,44.64328,284.738,213.3,4.230668958,6.348066688,1.4554999999999998,0,11.761884949391115,0,23.93701837420125,59.91340000000002,10382.25189,-0.88576,3.3708,3.9026,5.4407,-67.954,3.0,0.0,0.0,0.0,0.0,0.0,2085,6.36202
193.192,93.5124,324.794,285.2586,2.796756628,3.963171699,1.946,2,0.0,2,5.316788604006331,76.0095,16428.06312,-0.85452,-11.1694,4.2081,6.7111,-88.3378,4.0,8.0,0.0,0.0,8.0,0.0,2086,1.19392
123.689,60.29144,200.645,166.206,6.840877706,5.40523059,1.0747999999999998,0,11.761884949391115,0,6.255769183511404,43.46470000000001,5590.46655,-0.55287,-5.6682,2.8263,3.5339,-49.4924,3.0,2.0,0.0,0.0,0.0,0.0,2087,7.33824
117.743,27.196,187.583,201.02,1.455374463,4.668809833,1.9672000000000005,1,15.929943897949348,1,0.0,41.19430000000001,4808.22208,-0.28672,-2.0054,1.7072,3.3313,-39.19,3.0,3.0,0.0,0.0,2.0,0.0,2088,4.60517
155.409,60.16592,261.002,216.1928,0.016004223,4.566874296,2.2361999999999997,2,12.13273413692322,2,0.0,57.86660000000001,9538.34628,-0.62739,-10.0775,2.8903,4.6886,-65.2214,4.0,6.0,0.0,0.0,4.0,0.0,2089,-5.80914
168.176,137.94648,300.858,323.1987,8.918298581,5.949686894,-2.446,0,0.0,0,12.340549441675105,66.82910000000001,15691.71135,-1.6332,4.8545,7.4256,7.4041,-154.6605,2.0,2.0,1.0,0.0,1.0,0.0,2090,9.92574
129.861,50.79376,215.583,186.6,3.168417678,6.282513609,1.8034,1,17.667306958694127,1,6.606881964512918,44.58280000000001,5938.46699,-0.38165,-1.4721,2.1332,4.1577,-48.5239,2.0,4.0,1.0,1.0,2.0,0.0,2091,7.08171
196.974,53.63888,337.382,295.7681,4.83095453,6.241060851,2.916100000000001,1,32.372151489304386,1,0.0,76.60080000000004,18601.05953,-0.60173,0.3024,3.5173,7.6583,-72.2659,2.0,6.0,1.0,1.0,4.0,0.0,2092,3.49659
129.239,30.66872,215.355,160.172,4.067547084,4.849337607,2.6354000000000006,1,18.19910120538483,1,0.0,46.21850000000002,6063.44642,-0.23278,-7.7975,1.3005,4.26,-29.8178,3.0,5.0,0.0,0.0,2.0,0.0,2093,6.11589
187.545,40.20824,312.784,258.319,4.796029263,4.73385814,4.584600000000004,3,84.92913895846256,3,0.0,81.75250000000004,19689.74956,-0.25789,-15.0322,0.8706,6.9088,-24.049,4.0,14.0,0.0,0.0,8.0,0.0,2094,-2.60911
177.943,38.36728,307.829,243.7387,6.675557386,6.152648563,2.1915,0,0.0,0,23.30621114668196,67.15670000000003,12887.29779,-0.84515,5.5054,3.8718,6.6223,-68.3626,3.0,0.0,1.0,1.0,0.0,0.0,2095,3.68857
163.754,51.4632,268.65,232.6659,4.853933752,4.896698233,3.276600000000001,2,11.600939890232516,2,0.0,62.99130000000002,11826.48294,-0.35061,-8.0416,1.8949,5.3628,-45.0645,4.0,8.0,1.0,1.0,8.0,0.0,2096,6.55108
155.302,51.71424,274.175,211.2632,3.408943681,6.567207167,2.0656,0,25.92787485619732,0,19.41213256936071,57.90870000000003,10064.16413,-0.61254,2.4359,3.1893,5.9821,-60.8285,2.0,1.0,0.0,0.0,0.0,0.0,2097,6.67203
146.8,51.29584,237.889,221.04,5.214771841,6.030813057,2.4568000000000003,1,23.20187978046503,1,6.606881964512918,49.59280000000001,7308.59324,-0.36906,0.0623,2.1554,3.7544,-48.839,3.0,3.0,2.0,2.0,2.0,2.0,2098,6.12468
140.624,33.63936,243.02,198.27,1.554382461,6.274688427,3.403400000000002,2,60.6636706846161,2,0.0,61.37700000000004,11628.53245,-0.19801,-5.4555,0.8192,5.8525,-21.5784,2.0,10.0,0.0,0.0,4.0,0.0,2099,3.68888
174.279,26.31736,275.295,273.5457,2.509574164,5.867839085,5.439100000000002,2,34.802819670697545,2,0.0,67.98800000000001,13490.05009,-0.16235,-4.4012,1.3576,4.6361,-34.1185,5.0,7.0,3.0,3.0,7.0,1.0,2100,-1.80193
164.134,33.17912,263.329,321.9958,6.636304064,4.450761891,3.4008000000000016,0,19.913841467842857,1,0.0,63.86580000000002,11410.27824,-0.36918,3.0317,1.708,3.7577,-39.2317,5.0,2.0,0.0,0.0,2.0,0.0,2101,2.3978
105.294,14.10008,179.529,118.18,0.841611366,6.656990814,2.1753,1,24.26546827384644,1,0.0,38.46700000000001,4366.77226,-0.1074,-4.2284,0.0,2.886,-2.2111,2.0,4.0,0.0,0.0,2.0,0.0,2102,4.69135
128.447,21.42208,205.056,149.21,6.106351144,5.455494672,2.7293200000000004,1,12.13273413692322,1,0.0,45.86500000000002,5609.03405,-0.18698,-4.3451,0.9829,3.4725,-19.6841,2.0,4.0,0.0,0.0,2.0,0.0,2103,3.04816
152.814,68.65944,262.855,240.2734,1.599390315,6.244448126,2.0202,1,30.33183534230805,1,5.752853606746789,61.52960000000002,11577.72815,-0.64043,0.3782,3.0999,6.2326,-70.0406,1.0,5.0,0.0,0.0,2.0,0.0,2104,9.52074
158.356,77.15296,268.615,242.23,4.791200535,5.065681843,2.3214,2,18.19910120538483,2,0.0,64.94060000000003,12817.94176,-0.60682,-10.4729,2.8478,5.3548,-64.6996,4.0,8.0,0.0,0.0,6.0,0.0,2105,6.44889
107.214,16.19208,185.723,120.2,1.12185109,6.791102621,2.611860000000001,1,18.19910120538483,1,0.0,40.65300000000001,4846.48416,-0.15057,0.0769,0.0,3.0671,-1.9773,3.0,3.0,0.0,0.0,2.0,0.0,2106,4.31749
233.826,68.15736,394.403,412.1951,5.65045269,5.743117265,3.2430200000000022,1,11.600939890232516,1,6.606881964512918,88.76000000000002,24268.84117,-0.70968,2.162,4.6592,10.0344,-101.4583,6.0,3.0,1.0,2.0,0.0,1.0,2107,3.091
178.793,92.34088,303.647,281.28,6.123328571,4.919326689,1.1666,1,0.0,1,7.109797541277533,66.50770000000001,15058.03824,-0.88831,-6.5795,3.9196,6.3382,-83.0368,4.0,6.0,0.0,0.0,4.0,0.0,2108,2.99573
139.263,69.41256,230.51,214.2,13.60620452,4.152355965,0.5808999999999999,0,0.0,0,17.989422542675626,49.5131,7015.94595,-0.5473,-6.8037,2.8961,3.981,-56.7323,3.0,1.0,0.0,0.0,0.0,0.0,2109,4.86753
123.28,52.00712,212.589,166.1762,6.507828135,5.237290265,1.5217199999999995,1,0.0,1,7.109797541277533,44.78330000000002,5946.43007,-0.40586,-2.1201,2.2846,5.1597,-50.9223,4.0,2.0,0.0,0.0,2.0,0.0,2110,8.8536
237.556,71.29536,391.617,361.75,8.638082986,3.417308294,2.24488,1,11.600939890232516,1,11.97054780302296,89.87110000000003,22905.22338,-0.71803,-11.2562,4.6422,8.4149,-93.9295,8.0,3.0,1.0,1.0,2.0,0.0,2111,-2.60504
194.826,38.24176,332.822,272.389,0.944703741,6.364162231,5.176620000000004,3,78.86277189000094,3,0.0,89.67500000000005,24343.34194,-0.21966,-11.284,0.0,6.9291,-5.5804,5.0,13.0,0.0,0.0,6.0,0.0,2112,-4.01738
172.208,45.27088,296.112,227.33,4.574026208,6.376401919,1.8456,0,11.761884949391115,0,23.43410279743664,64.53040000000003,12100.90067,-0.91987,4.4848,3.9733,5.7675,-69.5364,3.0,0.0,0.0,0.0,0.0,0.0,2113,5.25227
147.308,33.38832,247.214,214.2202,3.136557883,5.183192097,2.611400000000001,2,30.33183534230805,2,0.0,59.50730000000003,10755.60436,-0.47702,-9.8831,2.188,5.3456,-50.584,3.0,9.0,0.0,0.0,4.0,0.0,2114,5.0101
109.218,50.45904,181.06,147.139,1.141652287,4.360971074,0.0019999999999998,0,0.0,0,5.733667477162185,39.5404,4415.44339,-0.71774,-8.6829,3.204,2.6162,-55.3018,3.0,3.0,0.0,0.0,0.0,0.0,2115,6.60802
252.376,66.1072,434.663,423.8678,5.048220085,4.220208679,4.335100000000004,1,31.36632033577516,1,18.113673659876312,105.37600000000003,33955.41149,-0.82164,-1.7924,4.6597,11.4275,-102.8072,8.0,2.0,1.0,1.0,0.0,1.0,2116,-1.66608
204.541,60.58432,361.153,317.4,7.019040068,6.17667242,4.269520000000004,1,38.9703128044567,1,5.316788604006331,90.16820000000006,24430.73947,-0.70465,-0.042,3.4514,8.8488,-70.474,5.0,4.0,0.0,0.0,2.0,0.0,2117,2.38876
116.964,41.79816,198.375,152.15,3.198472792,5.589568505,1.3934,1,0.0,1,7.109797541277533,39.953300000000006,4749.02171,-0.41618,-3.1036,2.2221,4.4695,-49.7285,2.0,4.0,0.0,0.0,4.0,0.0,2118,6.27288
160.199,39.1204,267.683,196.2482,4.761705596,4.900859672,3.5562000000000022,2,54.59730361615449,2,0.0,61.88250000000004,11139.43526,-0.23292,-8.249,0.8619,5.7476,-22.2835,3.0,9.0,0.0,0.0,6.0,0.0,2119,4.56466
125.969,33.72304,209.963,173.17,6.897890793,4.147049197,2.748000000000001,2,24.26546827384644,2,0.0,50.60240000000002,6759.38779,-0.15289,-9.2755,1.1727,4.6807,-29.9567,3.0,7.0,0.0,0.0,4.0,0.0,2120,2.22354
129.799,56.02376,221.595,196.1592,4.723831024,4.932270336,1.09702,1,0.0,1,0.0,46.76240000000001,6645.69585,-0.76488,-4.0246,3.2851,3.3017,-72.6436,4.0,2.0,0.0,0.0,0.0,0.0,2121,7.17004
164.614,52.3,269.583,283.5383,5.488898011,5.844436192,3.890400000000001,1,34.802819670697545,1,6.606881964512918,63.83680000000002,12046.56726,-0.42487,3.8251,2.6116,5.3372,-59.4003,4.0,3.0,3.0,3.0,0.0,3.0,2122,3.73758
132.707,35.7732,226.741,182.1756,4.904856839,5.250767527,1.1529,1,12.13273413692322,1,13.902739847377362,45.39830000000003,6491.37385,-0.47726,-0.975,2.7652,5.9085,-61.4038,2.0,4.0,0.0,0.0,2.0,0.0,2123,6.81678
241.126,132.04704,410.565,408.3636,12.59892958,5.264557993,3.0056000000000016,2,24.26546827384644,2,6.606881964512918,106.77360000000002,32689.36978,-0.96886,-18.6534,5.2583,9.4881,-116.6821,10.0,8.0,0.0,0.0,4.0,0.0,2124,5.03044
194.455,56.19112,322.952,315.679,4.518451155,5.739131067,4.073100000000002,1,17.521374209088158,1,5.316788604006331,69.78870000000002,14680.71816,-0.55418,-8.4267,2.8297,5.1832,-63.8137,4.0,3.0,1.0,1.0,2.0,0.0,2125,4.21951
173.756,13.43064,264.615,265.9536,4.23e-05,4.753602188,5.4534,2,46.40375956093006,2,0.0,63.98800000000002,11191.50292,-0.06817,-2.1724,0.8673,3.0488,-23.0943,6.0,4.0,4.0,4.0,0.0,2.0,2126,-5.52205
176.131,48.40888,296.891,250.2994,3.066099587,5.448729102,3.002540000000001,2,30.33183534230805,2,0.0,76.81400000000004,16671.46924,-0.46747,-12.526,2.175,6.9015,-43.7434,6.0,9.0,0.0,0.0,4.0,0.0,2127,5.70686
106.252,29.288,183.928,122.17,2.123773244,6.691136558,1.48732,1,29.82891976554344,1,0.0,37.1018,4160.85191,-0.26239,0.1207,0.9457,3.4011,-22.4496,2.0,4.0,0.0,0.0,4.0,0.0,2128,8.95027
207.7,109.49528,360.784,349.4038,3.626203795,6.241280175,0.3180999999999994,1,30.33183534230805,1,0.0,89.02890000000005,24922.06682,-1.21242,-3.6521,5.5248,8.7148,-112.4093,2.0,5.0,0.0,0.0,2.0,0.0,2129,9.22031
183.904,29.03696,331.724,258.4028,5.103914349,5.335021641,4.864520000000005,1,40.68505306691473,1,0.0,80.95250000000004,19818.88702,-0.42771,3.925,0.9345,6.6801,-23.2928,4.0,2.0,0.0,0.0,0.0,0.0,2130,-0.61804
246.949,74.6844,425.181,393.4,12.22954281,5.136810266,4.445880000000004,2,6.578935683598497,2,13.213763929025836,107.67650000000005,35009.29267,-0.79191,-9.4484,4.4876,12.6325,-97.9688,4.0,9.0,0.0,0.0,8.0,0.0,2131,-5.42615
170.978,42.4676,280.428,271.7179,6.141347442,5.977135033,2.2795000000000005,1,29.004092836628864,1,6.606881964512918,67.72800000000002,13421.7169,-0.46245,-4.2576,2.7388,6.4902,-58.7237,4.0,3.0,1.0,1.0,2.0,1.0,2132,3.85019
220.743,71.88112,369.423,327.29,11.21983462,3.496400949,1.59148,1,12.13273413692322,1,11.97054780302296,84.86110000000001,20513.42168,-0.73416,-12.7822,4.6416,8.7585,-93.3759,7.0,4.0,0.0,0.0,2.0,0.0,2133,-2.99573
151.206,35.3548,272.576,204.3114,3.457736997,6.067550624,3.361600000000002,1,51.96041707260893,1,0.0,64.07400000000004,12405.69059,-0.32201,4.2105,0.9466,6.052,-23.4772,2.0,4.0,0.0,0.0,4.0,0.0,2134,3.80666
135.538,55.2288,231.337,204.228,3.054879785,5.485592113,0.8335999999999999,1,12.13273413692322,1,0.0,55.57980000000003,8819.99911,-0.55256,-9.0016,2.8926,5.5416,-58.7938,4.0,4.0,0.0,0.0,2.0,0.0,2135,7.37775
148.634,51.37952,248.984,198.2208,3.933260466,4.982256045,2.623200000000001,2,30.33183534230805,2,0.0,57.98130000000003,10113.1552,-0.35822,-9.5757,1.6911,5.3688,-40.1192,3.0,9.0,0.0,0.0,6.0,0.0,2136,4.97673
143.533,36.86104,244.558,183.249,1.878381004,6.524633163,2.7347,2,60.6636706846161,2,0.0,58.91440000000003,10539.30766,-0.41022,-6.3974,1.1115,4.4587,-22.6417,2.0,10.0,0.0,0.0,4.0,0.0,2137,8.15188
185.599,37.82336,326.739,270.37,0.570118763,6.523314472,4.805200000000005,2,60.6636706846161,2,0.0,81.10600000000005,20726.8432,-0.33272,0.0582,1.3484,7.6536,-33.0127,2.0,10.0,0.0,0.0,4.0,0.0,2138,-0.77653
156.92,78.0316,254.874,249.32,8.1132784,4.857822666,1.0740000000000005,0,0.0,0,5.752853606746789,55.3637,10836.24438,-0.73357,-1.8081,2.6847,3.7001,-55.421,4.0,1.0,0.0,0.0,0.0,0.0,2139,4.2485
161.864,68.4084,282.3,253.2542,6.397209285,5.242886834,-0.0003000000000007,1,12.13273413692322,1,26.8061923176156,63.11210000000004,12527.84164,-0.76656,0.3567,4.2067,7.615,-89.6082,2.0,4.0,0.0,0.0,2.0,0.0,2140,8.7488
