molindx,Temperature,logS,rdf_eeq,rdf_alp,sdc,sdx,sa,dga,dgp,dgtot
0,298.15,10.81559,-0.34591,3640.06432,0.0,0.0,0.9359,1.5718,-12.6922,-9.8193
1,288.15,5.62659,-0.1706,5514.21758,4.0849,0.0,2.1712,-5.8534,-51.2423,-49.8768
2,297.15,9.92904,-0.36163,7613.11359,2.7308,1.52,2.7734,-6.7661,-63.4318,-63.8414
3,298.15,7.20786,-0.38808,5941.27511,3.8788,1.3091,2.76,-5.7576,-63.5038,-63.2179
4,289.15,6.27377,-0.14326,6854.25772,2.7612,0.0,1.8467,-4.3244,-42.5779,-40.2823
5,296.15,4.74493,-0.21739,6771.24302,5.8729,0.0,2.5896,-4.8391,-60.7557,-55.3247
6,298.15,9.3926,-0.46748,5001.3984,0.0,0.0,1.0366,0.4908,-17.7597,-18.5546
7,298.15,5.29832,-0.21899,5256.94168,2.8006,0.0,1.8501,-13.9203,-36.8765,-47.9289
8,298.15,8.80872,-0.37412,5956.90141,3.4595,1.3021,2.5528,-5.7643,-58.4778,-59.9976
9,288.15,5.18171,-0.12235,6875.38899,2.1541,0.0,1.5576,-4.3381,-36.0656,-36.2756
10,298.15,6.27852,-0.15841,4129.40634,4.2648,0.0,1.8,-4.8556,-43.3877,-40.7984
11,293.15,6.59441,-0.24302,5549.54516,3.2563,0.0,2.008,-5.3155,-45.2403,-43.8166
12,298.15,13.40897,-1.20184,22689.11094,5.4404,2.4249,3.9763,-10.9432,-88.3295,-92.9092
13,293.15,10.10234,-0.53082,5833.47962,3.0863,1.241,2.6403,-9.8588,-57.8386,-62.6792
14,298.15,4.23411,-0.16236,4125.6097,4.3393,0.0,1.8072,-4.8552,-43.5471,-40.8958
15,298.15,7.70111,-0.60742,6386.65464,3.6963,2.5304,3.3418,-5.6626,-75.2038,-77.2441
16,298.15,9.80804,-0.36579,5954.29373,3.5249,1.382,2.5686,-5.7659,-59.3317,-59.3943
17,298.15,7.54961,-0.56143,7751.9478,6.0141,1.21,3.5095,-4.6305,-78.68,-72.9442
18,298.15,5.99146,-0.15266,4215.64025,3.4941,0.0,1.7922,-4.1313,-42.9113,-41.6354
19,293.15,0.99322,-0.66701,16417.36346,10.3181,0.0,4.1139,0.8712,-92.9737,-68.7099
20,298.15,4.0413,-0.70952,19821.37751,10.2353,0.0,3.7024,-0.6365,-84.6758,-66.1344
21,298.15,2.84483,-0.70625,17506.51248,10.1387,0.0,3.8326,-1.7287,-87.2167,-68.665
22,298.15,1.54532,-0.78519,24647.73283,11.772,0.0,4.011,1.6079,-91.947,-68.1832
23,298.15,4.88975,-0.13772,4148.97543,3.6665,0.0,1.5286,-4.8661,-37.1639,-36.7603
24,298.15,4.77915,-0.63186,13523.65201,9.2338,0.0,3.6789,-3.9612,-83.3827,-68.5983
25,298.15,13.12236,-0.78212,6546.94412,3.2697,2.5134,2.7391,-2.0451,-61.1778,-59.2616
26,298.15,8.51719,-0.62489,4499.30625,2.6114,2.4366,2.8734,-4.734,-61.196,-62.1409
27,298.15,2.22354,-0.13631,5277.75169,3.337,0.0,1.6128,-3.3284,-38.3041,-35.2749
28,295.15,4.09426,-0.32395,11364.25997,7.2558,0.0,3.3893,-4.9323,-77.9269,-69.1295
29,298.15,5.2148,-0.33909,7819.31938,5.875,0.0,2.2769,-6.0243,-52.1725,-47.1371
30,298.15,1.14423,-0.80764,27215.75046,11.5052,0.0,3.833,2.7045,-88.1961,-64.9664
31,293.15,8.6759,-0.20076,1766.78373,1.9614,1.2315,1.7528,-3.7896,-36.2246,-36.4586
32,298.15,6.1484,-0.3,6440.78116,5.2647,0.0,2.1739,-7.1544,-50.0462,-47.1191
33,298.15,6.36978,-0.3356,7798.86855,5.8556,0.0,2.2584,-6.0377,-52.1559,-47.3104
34,298.15,5.99146,-0.25955,5202.7672,4.5346,0.0,2.0559,-8.2783,-47.1287,-46.404
35,298.15,8.69951,-0.28935,4049.85367,3.0929,0.0,1.5213,-8.9661,-33.8701,-36.5245
36,298.15,5.29832,-0.19571,5240.06949,5.3515,0.0,2.0071,-3.8513,-48.0576,-42.6521
37,295.15,13.79523,-0.52526,6571.53611,3.907,2.4389,2.8432,-0.8247,-65.2799,-61.6917
38,293.15,7.5909,-0.5452,7769.62189,5.8589,1.1883,3.3822,-4.634,-75.9512,-70.9814
39,298.15,9.44936,-0.287,6034.14987,2.7521,1.568,2.4905,-6.1995,-57.7333,-57.4174
40,288.15,4.60504,-0.7881,2088.86793,0.0,3.7815,2.7424,-3.9187,-51.6289,-51.0496
41,298.15,8.29405,-0.6261,5956.42884,3.1257,1.3037,2.1913,-7.477,-46.7025,-49.4632
42,298.15,8.51719,-0.85795,2053.09102,0.0,3.9723,2.7968,-4.078,-55.0105,-59.0885
43,298.15,8.18312,-0.37472,4505.97322,3.8553,1.1958,2.2553,-4.7687,-52.1092,-52.5654
44,296.15,10.17732,-0.8272,6849.94525,3.4385,3.6366,3.8362,-5.5744,-84.7514,-90.3258
45,296.15,13.41055,-0.59772,7399.74071,5.0567,1.1676,2.6035,-1.1256,-59.3922,-51.8778
46,298.15,7.67786,-0.57163,6421.85752,2.6539,2.4449,2.8827,-5.681,-64.475,-68.173
47,288.15,5.29832,-0.37836,4501.8528,3.9698,1.1659,2.2895,-4.7662,-52.8822,-53.186
48,298.15,9.90929,-0.57092,6419.76547,2.7716,2.5868,2.9976,-5.6754,-67.2391,-69.553
49,293.15,5.85507,-0.49039,9270.72877,7.5651,0.0,3.4168,-3.6078,-76.0168,-63.3517
50,298.15,9.17684,-0.59134,6400.98059,3.2957,2.4841,3.1143,-5.6732,-69.8373,-72.7373
51,293.15,5.48065,-0.69462,14501.92449,7.8077,1.0571,3.6374,-0.1774,-82.5315,-71.4683
52,293.15,7.52297,-0.53717,7794.02777,5.2682,1.1451,3.1183,-4.6472,-70.0167,-67.3613
53,293.15,8.36181,-0.55262,7768.85504,5.903,1.1463,3.3981,-4.6327,-76.2526,-71.6581
54,298.15,4.09434,-0.98683,12387.47241,4.5734,2.1008,3.3672,-2.5938,-70.2549,-66.502
55,298.15,-0.22311,-0.33519,12851.87277,2.8819,0.0,1.3754,-1.2894,-29.0929,-28.5958
56,293.15,5.48061,-0.65134,12627.72075,7.3031,0.973,3.5298,-1.296,-79.3921,-71.3106
57,298.15,0.33647,-0.52589,17290.19977,9.0125,0.0,2.7916,4.051,-65.4241,-44.7999
58,298.15,8.58298,-0.40112,6576.80994,1.3786,3.0708,2.7261,-6.5534,-62.4948,-63.561
59,293.15,6.23447,-0.64575,12622.34366,7.2022,1.0812,3.5835,-1.2926,-80.8665,-71.9896
60,286.15,8.10172,-1.13315,9357.20413,2.4566,4.6612,4.0985,-2.7808,-85.9894,-84.8883
61,293.15,4.36055,-1.47824,23701.30186,6.3027,2.5143,5.4087,-1.107,-113.2259,-87.7796
62,293.15,7.97255,-0.59339,9270.26134,6.3426,1.1034,3.4997,-3.516,-78.5728,-72.3946
63,293.15,7.03873,-0.6326,10868.79417,6.8911,1.0407,3.5596,-2.4011,-80.0705,-72.7007
64,293.15,6.70923,-0.63395,10884.78149,6.9117,1.036,3.6057,-2.3944,-81.1581,-73.0352
65,298.15,5.97889,-0.20164,3912.42967,2.9549,0.0,1.3185,-12.9322,-23.9518,-36.884
66,298.15,5.31812,-0.20378,5238.45424,5.7851,0.0,2.1057,-3.847,-50.3773,-44.0443
67,298.15,5.9135,-0.43077,8237.40567,6.845,0.0,2.431,-1.0433,-56.0127,-44.4235
68,293.15,13.77469,-0.37481,2944.89465,2.9304,1.1255,1.947,-3.8443,-40.8369,-41.8207
69,298.15,7.37769,-1.20975,9505.20989,3.4698,4.0722,3.7532,0.9082,-75.9677,-64.9025
70,298.15,5.14749,-1.54594,23325.87442,7.0553,3.7745,6.0343,-8.1744,-118.5824,-106.4995
71,293.15,10.59663,-0.19323,2541.33216,3.1227,0.0,1.4177,-7.9735,-25.7043,-33.6779
72,293.15,5.99146,-0.56862,9118.02426,6.0261,0.0,2.7186,-7.6232,-58.4412,-51.1282
73,298.15,9.15816,-1.52426,25950.8958,9.2458,2.5772,6.3081,-7.1402,-124.2419,-102.5046
74,293.15,10.81987,-0.35763,3207.592,2.209,1.1373,1.8367,-2.3465,-36.6512,-38.1447
75,298.15,5.38907,-0.20178,5235.57694,5.4958,0.0,2.0584,-3.8484,-49.2466,-43.3593
76,293.15,7.74066,-0.3293,5317.63985,3.5597,0.0,1.2087,-0.5393,-27.963,-22.4409
77,298.15,8.85358,-0.79831,8950.23596,7.5627,0.0,3.7766,2.3672,-73.0276,-27.6044
78,298.15,1.37877,-0.62166,18723.54233,10.0774,0.0,3.9025,1.5532,-89.4894,-61.4119
79,293.15,11.81303,-0.19431,2541.0809,3.1397,0.0,1.3937,-7.9734,-25.3326,-33.306
80,290.15,12.8435,-0.53622,3855.64441,1.9601,1.3298,1.8329,-0.6494,-38.1482,-33.2947
81,289.15,9.54674,-1.01672,9157.58001,2.4725,5.1992,4.5449,-6.4861,-99.7633,-106.2494
82,293.15,11.15625,-0.20342,2545.19007,2.844,0.0,1.3246,-7.967,-23.9495,-29.673
83,293.15,4.86758,-0.62114,26398.80201,9.6237,0.0,4.7745,-5.6346,-109.2711,-102.646
84,298.15,-0.21072,-0.14701,9283.72049,0.0,0.0,1.0263,-6.8068,-15.7502,-22.549
85,298.15,7.82004,-0.63496,4490.29947,3.0011,2.3887,3.0823,-4.735,-65.5007,-68.2406
86,298.15,8.48856,-0.36933,4592.50817,3.2132,1.2362,2.3096,-4.0408,-53.1445,-54.4541
87,298.15,5.8999,-0.74026,6739.6897,3.0264,1.9912,2.4952,2.5854,-54.2554,-43.5378
88,288.15,9.39351,-0.83116,6396.71616,1.9718,3.8564,3.7972,-5.6428,-80.6469,-84.5941
89,288.15,5.29789,-0.24715,7361.84752,5.7135,0.0,2.7713,-5.1593,-64.1992,-60.2481
90,298.15,3.71113,-0.24687,4420.99514,3.9317,0.0,1.8436,4.2865,-46.7765,-30.5422
91,298.15,7.69625,-0.46407,13831.59426,8.4038,0.0,3.2436,-0.3731,-74.8632,-60.0825
92,298.15,-3.04073,-0.22019,9497.72756,0.0,0.0,1.1033,-2.8436,-22.1191,-20.8477
93,293.15,7.09008,-0.40243,4386.59266,3.4623,1.1343,2.0738,-8.8042,-43.4577,-52.2619
94,288.15,8.18872,-0.34473,5699.71591,3.0503,1.2465,2.1264,-3.2416,-48.8033,-48.0167
95,303.15,6.80239,-0.28703,5078.77968,4.0607,0.0,1.8382,-12.3166,-37.7094,-45.0882
96,293.15,9.51044,-0.59125,9876.93759,7.7543,0.0,3.4494,-0.4573,-73.0213,-52.1182
97,293.15,7.69626,-0.33273,7342.2954,4.6325,1.5612,2.9889,-5.1813,-68.7804,-64.2832
98,293.15,6.49224,-0.18227,5442.20064,3.1694,0.0,1.6252,1.2419,-39.6959,-30.2215
99,298.15,-0.71335,-0.45618,15012.06316,10.9154,0.0,3.7455,0.5464,-87.7791,-65.7
100,298.15,9.17676,-0.33797,5706.43409,2.9127,1.2368,2.0823,-3.2448,-47.6898,-47.8685
101,298.15,5.18739,-0.17008,5262.02202,4.4125,0.0,1.6527,-3.8647,-39.5447,-37.2943
102,283.15,12.71685,-0.06432,1222.91691,1.4986,0.0,0.7426,-2.4697,-12.8385,-15.0598
103,293.15,7.86327,-0.75661,8411.92393,5.5969,3.2013,4.0298,2.6371,-86.5777,-77.9498
104,285.15,7.20788,-0.8947,12061.07242,6.8222,2.3503,4.1112,-0.6851,-89.8627,-79.9974
105,298.15,6.90776,-0.63319,4483.09764,3.3696,2.3562,3.1739,-4.7392,-67.5188,-72.2579
106,293.15,6.54204,-0.44465,5418.87307,2.2951,1.2739,2.3284,1.2716,-51.164,-43.3698
107,298.15,7.09008,-0.63959,4486.40995,3.0316,2.3451,3.0078,-4.7374,-64.0869,-66.9809
108,293.15,6.76157,-0.50337,8672.94051,6.5577,0.0,2.8912,1.962,-67.2425,-51.8925
109,298.15,5.59842,-0.99228,12391.50068,4.4212,2.1041,3.2963,-2.5917,-68.6632,-66.7394
110,293.15,4.75359,-0.48271,6525.73624,4.2786,0.0,1.676,-6.1349,-35.1737,-28.358
111,293.15,6.48311,-0.83077,24184.3443,12.1204,0.0,5.6113,-5.9615,-123.5429,-96.7584
112,298.15,7.75791,-0.19139,4071.05193,4.5682,0.0,1.7192,-4.438,-40.7682,-40.4761
113,293.15,1.77495,-0.92592,32030.56284,12.3243,0.0,4.4186,7.5053,-98.5025,-65.5098
114,298.15,6.55106,-1.23876,9489.35693,3.6335,4.0274,3.8926,0.9171,-78.6411,-66.9125
115,298.15,8.96827,-0.35193,4525.86667,3.3618,1.2014,2.0608,-4.7748,-47.7109,-49.0608
116,298.15,5.85874,-0.35179,5701.5696,3.0511,1.2347,2.136,-3.2381,-48.7186,-48.49
117,293.15,5.12396,-0.17476,5449.96666,3.0588,0.0,1.5429,1.2373,-37.8671,-30.6901
118,298.15,13.45884,-0.23035,835.8665,1.696,0.8788,1.6849,-2.8748,-29.517,-27.6767
119,298.15,1.83278,-0.0781,6316.83836,1.8371,0.0,0.9347,0.7156,-22.3302,-18.482
120,298.15,7.74932,-0.19446,4076.72307,4.5857,0.0,1.736,-4.4347,-41.1681,-40.3925
121,298.15,7.75791,-0.60885,4500.48261,2.9414,2.4198,3.02,-4.7497,-63.8756,-68.6253
122,293.15,6.11921,-0.75473,16585.35349,4.9419,2.4176,3.7799,-16.2148,-83.8601,-100.0749
123,293.15,-1.39433,-0.60472,27089.56333,10.6117,0.0,3.4657,3.6845,-81.496,-60.4715
124,298.15,7.64492,-0.12774,2956.582,3.7348,0.0,1.107,-3.8745,-27.639,-25.8814
125,298.15,2.19724,-0.41167,9879.69434,7.1192,0.0,2.5565,-0.3971,-59.2803,-45.8034
126,298.15,9.30565,-0.61537,4506.88081,2.5783,2.4178,2.813,-4.7496,-59.7086,-62.6208
127,298.15,5.75574,-0.28405,5080.48478,3.9853,0.0,1.8335,-12.3174,-37.6675,-44.8438
128,298.15,7.39634,-0.18942,4072.53531,4.5393,0.0,1.7214,-4.4384,-40.814,-40.4594
129,285.15,7.24418,-0.93988,13893.10689,7.9449,2.3063,4.3947,0.4494,-96.1496,-83.8962
130,298.15,3.766,-0.14099,5574.15488,4.3423,0.0,1.3487,-0.9682,-33.5717,-29.0566
131,298.15,8.79526,-1.10837,12244.90501,6.5122,2.8712,4.1627,2.9867,-88.7012,-72.6993
132,298.15,9.95228,-0.80825,6864.11463,3.1386,3.6833,3.6857,-5.5815,-81.4486,-87.0301
133,298.15,8.10168,-1.09138,12354.77092,6.437,2.9097,4.3738,3.7213,-94.4693,-79.2148
134,298.15,9.10498,-0.8907,14073.49842,11.3814,0.0,5.6363,-4.5212,-116.5323,-73.8199
135,292.15,10.32876,-0.7908,6884.61502,2.6193,3.6942,3.4181,-5.5959,-75.5231,-81.1191
136,298.15,7.22984,-0.50498,7124.61714,6.0332,0.0,2.0132,1.078,-45.5958,-22.9868
137,298.15,4.78749,-0.59179,4901.23392,3.5571,2.2081,2.719,-4.6822,-60.7511,-65.4333
138,293.15,8.55641,-0.38659,2937.87766,3.2807,1.062,2.0998,-3.8491,-43.9145,-47.7636
139,293.15,11.17041,-0.35021,2580.70908,2.1007,1.0779,2.4031,-8.3648,-41.6506,-38.8352
140,298.15,8.04559,-0.46886,5818.46234,5.3936,0.0,1.8798,-0.0461,-42.4542,-23.7544
141,298.15,8.47589,-0.39552,4674.73547,3.2963,1.2445,2.1018,-0.2043,-49.8418,-44.0135
142,298.15,2.07944,-0.21714,8554.2458,3.1195,0.0,1.4159,-5.9617,-31.8445,-37.5819
143,298.15,2.83321,-0.59546,4896.37132,3.6494,2.2485,2.7907,-4.6763,-62.3356,-67.0119
144,298.15,5.53736,-0.605,13216.42277,8.5044,0.0,2.8968,-1.8889,-65.2084,-50.3621
145,298.15,6.62814,-0.64038,15178.15275,9.1107,0.0,2.9708,-0.7695,-67.0581,-50.446
146,293.15,3.2581,-0.08186,6319.55072,1.8623,0.0,0.9451,0.7196,-22.3762,-17.8282
147,298.15,2.09186,-0.54789,13442.56909,5.9032,1.0815,2.9599,-15.3087,-66.7771,-82.0858
148,298.15,5.66988,-0.47227,7479.12281,7.2286,0.0,2.9005,-2.6253,-64.1996,-50.2636
149,298.15,5.98901,-0.65287,17273.1371,9.0605,0.0,2.7738,0.3356,-62.9175,-47.4736
150,293.15,5.54908,-0.41175,5665.30329,4.9434,1.1109,2.4386,-3.7646,-55.9958,-54.1362
151,298.15,4.90531,-0.67411,17233.47541,9.144,0.0,2.9654,0.3406,-67.1189,-49.2346
152,298.15,10.23279,-0.64721,8795.91314,6.3027,0.9887,2.7272,-0.7307,-61.5543,-55.8921
153,298.15,2.94444,-0.47349,7469.37306,7.1163,0.0,2.8703,-2.6265,-63.5276,-49.8649
154,298.15,5.8861,-0.43222,4417.00615,2.9257,1.1456,1.9448,-8.8626,-40.8574,-49.72
155,298.15,8.88184,-1.15891,14087.51528,7.3024,2.9013,4.4542,4.1099,-95.0239,-75.7146
156,293.15,5.14749,-0.09594,5037.46829,2.716,0.0,1.0925,-0.8121,-26.5464,-23.2762
157,298.15,9.6486,-0.52017,8805.82015,6.9258,0.0,2.5042,-0.8339,-56.1614,-44.5248
158,283.15,9.04782,-0.65289,5668.98129,3.3699,2.3427,3.0169,-3.7416,-63.6573,-65.3389
159,298.15,6.82437,-1.15951,17934.57746,8.1645,1.9409,4.5265,3.8492,-95.6484,-74.7392
160,298.15,5.24706,-0.51198,14081.43231,7.3954,0.0,2.3685,4.9456,-50.4152,-35.3373
161,298.15,5.29828,-0.53112,16121.32275,7.6454,0.0,2.3721,6.0529,-50.5899,-34.4878
162,293.15,4.78749,-0.23564,13125.92404,0.0,0.0,0.8287,-1.7732,-14.9698,-10.1911
163,298.15,5.13587,-0.55796,18187.06063,7.9354,0.0,2.3904,7.1637,-51.1725,-33.7112
164,298.15,3.17805,-0.37951,8338.86628,6.8651,0.0,2.509,-1.5151,-58.0743,-46.1886
165,298.15,5.57977,-0.35754,6338.65889,2.9128,1.1982,2.0036,-2.9689,-45.3523,-44.1923
166,288.15,11.73604,-0.0944,1895.57179,2.1142,0.0,0.9148,-1.4718,-15.9277,-15.7941
167,298.15,3.21884,-0.35031,6929.03092,6.4893,0.0,2.4751,-2.6243,-57.104,-46.7413
168,298.15,6.69709,-0.44233,8989.18447,6.4508,0.0,2.2903,1.6201,-48.3297,-37.2621
169,298.15,-0.05129,-0.65295,18030.59624,9.4791,0.0,3.1934,4.0369,-71.8019,-47.6208
170,298.15,4.40807,-0.43262,9254.42042,4.1393,0.0,1.502,3.2266,-32.6428,-19.0307
171,293.15,8.55641,-0.54486,7276.21106,4.9306,1.0143,3.3717,-4.049,-67.9201,-66.9804
172,298.15,6.2585,-0.3125,5656.29204,5.6955,0.0,2.3171,-3.7438,-53.3043,-45.682
173,298.15,6.13119,-0.46664,10566.09358,6.787,0.0,2.3277,2.7278,-49.2419,-36.7773
174,293.15,5.4161,-0.11743,3911.60182,3.5019,0.0,1.2141,-2.3414,-30.051,-27.3444
175,298.15,4.49312,-0.25872,5735.03475,4.4946,0.0,1.5392,-9.0225,-35.5084,-44.5308
176,293.15,12.02575,-0.06916,857.18664,2.0756,0.0,0.9797,-2.9104,-19.5388,-19.4551
177,293.15,9.79813,-0.38821,2938.00318,3.2956,1.0583,2.0731,-3.8486,-43.4849,-47.3335
178,296.15,-7.82405,-0.85361,39349.29805,11.7941,0.0,3.2697,12.9228,-74.786,-40.6464
179,298.15,5.66647,-0.59706,15173.77792,8.7748,0.0,3.1087,-0.35,-70.3744,-54.6409
180,293.15,4.79579,-0.10373,5031.0033,2.9027,0.0,1.1801,-0.8092,-28.7665,-24.8353
181,298.15,9.15905,-0.39266,6188.94551,5.7911,0.0,2.2385,-0.598,-46.926,-38.4854
182,293.15,10.77059,-0.32641,3910.36608,5.0603,0.0,2.1481,-2.8206,-44.6414,-39.2442
183,298.15,4.27667,-0.12464,6938.81599,2.0409,0.0,0.922,4.5494,-19.0241,-12.3158
184,296.15,1.90211,-0.84874,42503.14044,11.0551,0.0,2.9461,13.9943,-67.6447,-36.2815
185,298.15,9.20029,-1.13083,15501.56849,6.5163,2.744,4.129,5.7545,-87.7118,-70.088
186,298.15,10.93311,-0.36258,4991.67027,5.4724,0.0,2.2218,-1.713,-46.3361,-39.2097
187,298.15,4.76226,-0.31091,7903.69299,2.7597,0.0,1.6381,5.323,-30.5055,-17.1333
188,293.15,11.10748,-0.58885,4212.02708,2.1564,1.1361,2.7391,-4.6971,-52.4197,-46.7801
189,294.15,-8.67971,-0.92,52720.38628,11.7161,0.0,2.9475,17.3334,-68.1169,-33.3915
190,298.15,7.86711,-0.41866,7527.70119,6.1746,0.0,2.2963,0.5107,-48.2384,-38.2752
191,298.15,2.00279,-0.70655,21722.79231,9.911,0.0,3.2802,2.9964,-74.7532,-53.9126
192,298.15,9.54681,-1.27838,19520.08727,8.7154,2.6896,5.2771,4.2211,-112.2436,-90.8783
193,298.15,-0.82098,-0.04842,9344.40999,0.0,0.0,0.5913,3.7777,-12.68,-6.1982
194,298.15,-2.40807,-0.82685,39403.93542,10.5559,0.0,2.8685,12.9013,-65.7483,-36.3752
195,293.15,10.59663,-0.42584,3984.81403,3.933,1.1461,2.881,0.0304,-60.5176,-52.8348
196,293.15,7.07471,-0.30362,5681.83776,5.2806,0.0,2.1281,-3.7455,-48.8575,-43.1458
197,293.15,1.98819,-0.06639,7747.83596,1.0944,0.0,0.8285,2.249,-19.1718,-13.5796
198,293.15,8.55641,-0.63805,2962.91288,0.0,2.8628,2.3136,-9.1345,-46.1081,-55.2426
199,298.15,6.90776,-0.59052,7762.06631,5.0892,1.9288,3.409,-4.6017,-73.5827,-69.8918
200,288.15,4.60517,-0.24226,8844.68317,5.2154,0.0,2.5237,-4.058,-58.2599,-56.0906
201,298.15,2.19724,-0.40765,9848.32182,7.3035,0.0,2.5834,-0.4007,-59.973,-46.2649
202,293.15,2.45959,-0.96492,59975.50782,12.609,0.0,3.024,19.5484,-70.2703,-32.9269
203,298.15,7.18546,-0.58559,11399.36287,7.5857,0.0,2.575,-2.9978,-57.9701,-47.9481
204,298.15,5.62978,-0.70202,14552.99365,8.8567,0.0,3.917,-10.3793,-82.0307,-70.5745
205,293.15,-2.68825,-0.3844,24563.9505,4.3348,0.0,2.8993,-5.6962,-65.3465,-55.9957
206,298.15,0.08047,-0.74584,26835.00686,10.4825,0.0,3.2064,5.2106,-73.6421,-52.0025
207,298.15,7.71422,-1.52204,25178.44012,8.1157,2.2348,5.9196,-6.6024,-115.7511,-96.2934
208,293.15,3.91202,-0.10228,5025.65935,2.9761,0.0,1.2146,-0.8116,-29.6553,-25.9988
209,295.15,8.0064,-0.73506,12466.66464,7.7851,1.0636,3.576,-5.2789,-76.8132,-67.9982
210,298.15,-8.42197,-0.91175,52405.43683,12.0296,0.0,2.9849,17.3322,-69.1136,-34.4982
211,293.15,7.6009,-0.45074,5426.96779,1.7128,2.9463,2.6147,-3.0587,-52.4519,-56.1087
212,298.15,6.947,-0.51119,10418.91052,6.8925,0.0,2.6472,0.7006,-59.6447,-47.2387
213,293.15,-1.60944,-0.86889,46295.93302,11.4393,0.0,2.9827,15.1279,-68.6707,-36.2476
214,298.15,-3.81679,-0.82299,39422.63633,10.7116,0.0,2.9196,12.8824,-66.8655,-36.9301
215,298.15,9.56808,-0.65657,4548.22003,2.3295,2.5852,3.1839,-5.1814,-69.4712,-71.8251
216,298.15,6.45981,-0.34266,6141.52229,5.3882,0.0,2.055,-3.6553,-46.0697,-36.2821
217,298.15,6.98481,-0.58103,13970.00305,7.7324,0.0,2.8063,2.9305,-63.6518,-47.6514
218,298.15,8.79482,-1.149,14225.07542,6.0787,2.9143,4.1869,4.8172,-89.7856,-74.5855
219,293.15,-4e-05,-0.54066,19863.29567,9.6624,0.0,3.4292,0.2472,-79.8634,-62.5833
220,298.15,9.61628,-1.05366,12835.00593,4.3725,2.8761,3.5981,0.0963,-75.7883,-66.3632
221,298.15,8.13118,-0.42075,4954.29978,2.7813,0.0,0.1384,-1.7615,-9.4127,-19.4733
222,298.15,0.3001,-0.29327,10704.36962,5.4332,0.0,1.6326,-14.4218,-38.2676,-52.6894
223,298.15,5.00396,-0.45227,8441.01894,4.6357,1.1437,2.8351,-10.2173,-62.4762,-67.4104
224,296.15,5.05635,-0.66961,8556.63291,2.6594,2.801,3.5311,-11.0474,-75.2274,-80.7001
225,303.15,6.76004,-0.2338,5185.4746,5.1806,0.0,1.7947,-3.4311,-42.2309,-40.572
226,303.15,5.07517,-0.29322,7037.94018,5.1391,0.0,1.6155,-8.0247,-36.9946,-45.0193
227,298.15,-2.99573,-0.73755,27716.82484,10.0032,0.0,2.9594,8.4711,-67.3009,-41.7885
228,293.15,8.1888,-0.48792,10808.09647,0.0,2.6072,2.2056,1.4346,-47.3827,-45.9494
229,293.15,10.00864,-0.38897,4680.58978,3.0148,0.0,2.3076,-6.9641,-40.4128,-35.6667
230,298.15,-2.52565,-0.47576,21779.54406,6.9553,0.0,2.4375,2.4746,-52.1315,-41.1557
231,293.15,-1.04982,-0.38266,12758.58182,6.4129,0.0,2.113,-10.4339,-48.966,-45.2872
232,298.15,8.29405,-0.45416,7513.25744,6.7136,0.0,2.6561,-2.6321,-58.7507,-47.774
233,298.15,6.90776,-1.07622,7504.03653,3.3685,3.8614,3.7078,-1.7292,-73.6594,-69.3554
234,293.15,-8.94798,-0.87142,45931.04498,11.4201,0.0,2.9702,15.116,-68.4299,-36.1565
235,282.15,9.91847,-0.76908,8337.32811,2.1078,3.8431,3.58,-4.0534,-78.8107,-82.8642
236,293.15,-4.96185,-0.75595,37069.69846,10.5169,0.0,2.9732,4.3146,-67.857,-53.1924
237,293.15,-2.52573,-0.45333,19575.90469,6.6871,0.0,2.4253,1.368,-51.5619,-41.8655
238,298.15,7.45008,-0.53494,3981.8428,3.6977,1.3013,2.871,-3.6813,-59.1216,-56.2429
239,298.15,6.08904,-0.10778,3928.4601,3.0468,0.0,1.0309,-2.3437,-25.4774,-23.2506
240,289.15,8.36637,-0.64738,5031.19702,3.3192,1.8009,2.0759,-0.9959,-43.058,-37.6972
241,293.15,5.60947,-0.11606,3914.18433,3.4194,0.0,1.1849,-2.3425,-29.3002,-26.6744
242,293.15,2.44235,-0.65805,18163.70115,8.6549,0.0,2.8904,4.0381,-65.0501,-44.2902
243,298.15,7.6009,-0.14523,2866.71986,3.0698,0.0,0.7928,-7.916,-15.576,-23.492
244,293.15,8.66567,-0.2251,4047.76059,2.9793,0.6756,1.5224,-1.8447,-31.4994,-33.3441
245,293.15,9.43345,-0.39053,4680.26779,3.0706,0.0,2.3305,-6.9635,-40.9453,-35.8387
246,293.15,-0.10541,-0.46523,23062.02277,5.483,0.0,2.9657,1.6589,-60.2587,-36.1538
247,372.15,10.463,-0.97934,7884.50359,2.9571,3.9695,3.8197,-5.3218,-77.4874,-82.8092
248,293.15,8.37931,-0.86483,14359.55608,8.9119,1.1037,4.9947,-5.9591,-102.1043,-86.6618
249,293.15,4.13357,-0.09511,5047.82314,2.4915,0.0,1.0069,-0.8122,-24.4855,-21.2067
250,293.15,5.71369,-0.73056,6927.54587,5.5069,2.0498,3.6779,-2.7175,-77.2761,-79.9936
251,293.15,4.68219,-0.58372,14145.42875,8.2174,0.0,2.8499,1.8099,-63.8323,-46.2406
252,293.15,8.96827,-0.34934,5026.24859,1.6001,1.2422,1.7898,-0.7737,-37.1778,-35.2416
253,295.15,6.27858,-1.03063,23692.35677,9.8633,2.1231,5.2589,-9.9671,-117.205,-113.6389
254,293.15,13.25689,-1.20994,10796.45601,9.3762,2.722,6.1562,5.36,-127.9651,-88.1251
