molindx,Temperature,logS,rdf_eeq,rdf_alp,sdc,sdx,sa,dga,dgp,dgtot
2522,293.15,5.29821,-0.68252,22468.4713,6.5577,0.8931,3.144,-20.4023,-60.0058,-65.8328
2523,298.15,8.70045,-0.41704,2007.68041,1.8922,2.1679,2.4017,-3.7016,-48.0927,-51.7943
2524,298.15,-4.60515,-0.65351,35708.88077,11.236,0.0,3.0513,-10.8589,-67.2516,-65.7251
2525,298.15,4.45435,-0.37086,7260.45454,4.2651,1.0139,1.5947,-9.188,-37.3538,-46.5418
2526,298.15,-3.54667,-0.54038,19709.76239,7.2322,0.6773,3.0092,-0.9945,-61.2025,-48.9898
2527,298.15,5.99146,-0.54977,12082.92441,4.4043,2.0852,2.8299,-15.1091,-63.6731,-78.7822
2528,293.15,-2.50104,-0.60891,23794.35398,10.0422,0.0,4.8734,0.7007,-106.8715,-73.5956
2529,293.15,-3.32424,-0.50354,22754.1455,8.2235,0.0,1.6439,2.1068,-38.8769,-26.071
2530,298.15,9.08772,-1.33335,12287.85451,6.2751,4.4415,6.4706,-3.2781,-126.5599,-109.2903
2531,298.15,6.09361,-0.85856,26776.55025,12.1542,0.0,4.8336,-2.7594,-99.8311,-64.19
2532,293.15,1.335,-1.06872,18206.32234,7.6323,1.8061,4.5265,-4.7054,-88.8587,-78.1709
2533,297.15,-0.04082,-0.58466,31482.59064,9.6522,0.0,2.1889,-1.3086,-48.2198,-41.8084
2534,293.15,5.0039,-0.89761,5022.06092,1.1137,3.2325,3.6525,-4.8755,-68.0823,-62.0446
2535,298.15,10.12663,-0.23241,4136.79527,2.7298,0.7882,1.0237,-0.7138,-24.2399,-24.9537
2536,373.15,9.35876,-0.48768,4737.92428,3.254,1.8954,2.0781,-3.1383,-46.5626,-49.7009
2537,293.15,9.02401,-1.49061,33038.37261,9.822,6.7799,7.6232,-3.8931,-170.0919,-173.985
2538,298.15,6.34339,-0.50412,3256.54552,1.9919,1.8635,2.8762,-8.653,-52.4354,-54.0205
2539,309.15,-2.91874,-0.08153,7924.69754,3.4097,0.0,0.5514,-5.2422,-16.0186,-21.2608
2540,298.15,5.03695,-0.81292,11658.01955,1.9286,3.5884,3.5651,-6.1441,-63.314,-63.0875
2541,298.15,11.24374,-0.92622,8477.20816,6.2595,2.3442,4.5453,-0.4155,-90.2029,-71.5441
2542,298.15,11.48247,-1.46714,36509.21632,12.4093,3.4285,6.6815,5.8125,-137.3066,-122.3088
2543,298.15,1.99891,-0.11048,7785.08071,3.971,0.0,0.0,-8.7001,-3.6057,-12.3058
2544,298.15,-2.4453,-0.07817,7941.81814,3.161,0.0,0.4486,-5.243,-13.3836,-18.0809
2545,289.15,6.90766,-0.48461,8176.17682,5.7031,1.243,3.2416,-3.4036,-72.2148,-69.0149
2546,298.15,10.10234,-0.40662,5716.16726,3.4338,0.889,1.2044,1.3791,-22.4813,-21.1022
2547,293.15,12.96524,-0.85714,4539.16755,3.5084,2.4376,3.6232,-0.0017,-62.2935,-56.9332
2548,298.15,5.07517,-0.45217,10058.94622,5.5742,0.6131,2.303,-9.5161,-46.3469,-55.863
2549,303.15,0.95551,-0.31776,38440.06286,6.4705,0.0,1.6567,-26.6604,-40.0716,-66.732
2550,298.15,3.68888,-0.84886,12739.26397,4.488,1.9639,3.1599,-4.0931,-62.9818,-59.9185
2551,298.15,9.17992,-0.68299,9858.40314,5.2929,1.415,2.5283,0.4529,-49.2318,-41.5192
2552,303.15,12.78221,-0.57227,35720.20948,5.8279,1.8087,3.2414,-13.1601,-74.514,-81.7335
2553,298.15,7.50107,-0.4887,7273.11087,5.7524,0.9123,2.3213,-0.7504,-52.2571,-48.1588
2554,298.15,7.63046,-0.63344,4039.60957,2.6881,2.6009,2.4882,-3.9818,-51.1846,-55.1663
2555,293.15,10.53651,-0.24681,2330.26483,2.579,1.042,1.2932,-2.4996,-31.307,-33.8065
2556,298.15,-6.21461,-0.60985,41662.0752,11.7449,0.0,3.2741,-13.4335,-73.9053,-75.4965
2557,298.15,-1.9951,-0.08063,7947.1703,3.194,0.0,0.4615,-5.2414,-13.7158,-18.3797
2558,298.15,3.79474,-0.23153,6129.66295,4.2102,0.0,1.6289,-4.6561,-33.4601,-36.074
2559,298.15,6.79676,-0.61647,13111.30009,7.8799,0.9143,3.7304,-3.7991,-81.9525,-73.3955
2560,293.15,3.49651,-0.67028,20190.21077,8.4294,0.72,3.9459,-0.7016,-81.4474,-61.4046
2561,283.15,9.39266,-0.40069,4739.80337,4.4837,0.9735,2.114,-3.0016,-47.743,-47.0172
2562,298.15,4.47355,-0.20709,8143.35342,4.8763,0.0,0.8485,-7.8627,-21.2267,-29.0894
2563,293.15,8.07714,-0.34115,4840.06286,3.3312,0.909,2.0755,-8.7537,-40.432,-49.1857
2564,298.15,-6.21461,-0.61028,41835.5401,11.7973,0.0,3.2976,-13.4341,-74.3955,-75.8943
2565,293.15,11.37361,-1.10079,12779.55471,6.9132,4.1416,5.0355,-0.9453,-108.9618,-109.9072
2566,293.15,5.29832,-0.96519,5277.86897,1.8203,3.7668,4.1842,-8.8697,-71.5666,-68.1068
2567,293.15,-1.19733,-0.78794,42493.52996,12.5129,0.721,3.901,-9.9105,-89.4386,-99.3491
2568,298.15,5.72031,-0.10259,3646.94106,2.9974,0.0,0.0,-3.2791,-2.5392,-5.8183
2569,298.15,2.19722,-0.75819,10111.65352,6.465,1.8369,3.6096,-1.6598,-77.1118,-71.5226
2570,293.15,1.38588,-0.51968,21080.65251,7.5734,0.794,2.3327,-14.9867,-54.5304,-69.5172
2571,298.15,5.12411,-0.44267,10157.02615,5.6466,0.9964,2.3631,-0.728,-53.9656,-53.5868
2572,298.15,6.80239,-0.8817,12562.34428,5.2067,2.726,3.5689,5.622,-76.5755,-64.0877
2573,298.15,11.62625,-0.93136,9459.84649,5.6009,2.8881,4.7698,0.8257,-97.0379,-72.9962
2574,298.15,-2.16282,-0.56884,35783.44568,10.9746,0.0,3.4242,-9.7768,-76.7386,-73.3835
2575,293.15,4.55703,-0.55819,5330.42156,2.8132,2.12,2.8045,-9.5037,-57.9772,-62.9863
2576,298.15,-1.44002,-0.08305,7936.34995,3.3877,0.0,0.5439,-5.2411,-15.8228,-21.0639
2577,293.15,2.34181,-0.61201,23292.02236,9.0025,0.7385,2.5877,-7.1572,-57.3535,-64.5106
2578,293.15,0.35059,-0.72195,25495.74301,8.4544,0.9025,3.6618,-1.5188,-75.1343,-73.3922
2579,293.15,-2.99974,-0.4347,18449.2507,7.5962,0.0,2.4966,-12.4513,-56.9156,-60.3956
2580,298.15,1.7918,-0.69578,12388.71605,6.8863,0.7743,3.0977,-2.8455,-62.6877,-52.8346
2581,298.15,-3.44209,-0.53197,21806.95124,7.7541,0.8705,2.8713,-3.4753,-63.8648,-60.5664
2582,298.15,-1.69282,-0.5177,16853.08217,10.0309,0.0,3.9461,4.9849,-91.6733,-66.3326
2583,293.15,5.50533,-0.20946,8712.65282,4.1462,0.0,0.0,0.8128,-2.6579,-1.8451
2584,298.15,1.1314,-0.16652,7764.06614,3.8274,0.0,0.6567,-13.6443,-16.8837,-30.5281
2585,293.15,0.69315,-0.73784,26271.08798,11.7649,0.0,4.5958,-0.064,-103.6418,-71.161
2586,298.15,4.69931,-0.73011,16459.4881,8.9479,0.0,3.2785,1.3867,-72.6545,-45.1271
2587,293.15,0.25464,-0.39018,46771.98246,8.5486,0.0,1.6599,-22.7696,-41.6538,-64.4234
2588,310.15,7.12274,-0.95138,12047.41694,6.1359,3.0962,4.204,-6.4942,-87.891,-94.3853
2589,296.15,-13.47192,-0.13742,22548.86801,0.9175,0.0,1.2656,-3.2237,-27.8015,-28.8036
2590,303.15,8.34284,-0.93629,7656.33813,2.1722,4.3313,3.6713,-2.6755,-77.5857,-74.1642
2591,298.15,-4.26158,-0.62507,30193.27858,10.608,0.0,3.0636,-10.3424,-66.854,-64.7667
2592,293.15,5.19296,-0.36126,18419.29519,7.7256,0.0,2.72,-1.4258,-57.6362,-48.7472
2593,298.15,3.85015,-0.36633,7251.34427,4.1718,0.9672,1.5132,-9.1948,-35.5626,-44.7575
2594,298.15,4.99041,-0.37291,13335.36345,5.2758,0.7034,1.9404,-14.4169,-36.7297,-44.6669
2595,302.15,4.03643,-0.09164,5208.59618,3.4383,0.0,0.4161,-1.4981,-12.8737,-14.3718
2596,293.15,7.66856,-0.75952,28766.88709,9.8564,0.0,1.8949,-2.8379,-47.255,-29.0629
2597,293.15,0.53056,-0.4073,33192.65832,7.9911,0.0,3.1931,-6.4331,-63.9181,-53.0141
2598,293.15,5.52157,-0.4479,7143.8344,4.3384,1.0958,2.4847,-8.4414,-54.9358,-57.6474
2599,293.15,6.86797,-0.65652,12078.76296,6.0791,1.1314,4.0025,-11.6985,-82.3185,-78.9096
2600,291.15,9.25913,-1.00101,5486.40375,2.6441,3.6825,3.6006,-1.2306,-68.0765,-63.3555
2601,298.15,10.26116,-0.3224,3631.14837,3.672,0.6425,1.588,-3.692,-33.0699,-36.7619
2602,288.15,5.52145,-0.61456,13435.3487,5.0318,1.9765,3.4381,-15.2598,-70.2327,-76.7321
2603,293.15,1.02962,-1.12987,21051.54639,7.561,2.2217,4.3712,-5.3196,-81.6737,-67.1287
2604,298.15,7.37476,-0.34362,10606.47368,6.9156,0.0,1.9492,2.1836,-44.6417,-32.2919
2605,298.15,7.82394,-0.50121,11159.8258,7.4956,0.0,2.6604,-0.4467,-56.7986,-47.7273
2606,293.15,6.37622,-0.59397,13596.13045,6.4689,0.6151,2.5787,-4.5865,-55.8174,-64.6182
2607,298.15,5.29832,-0.26518,6519.83895,3.5318,0.9229,1.4332,1.8216,-34.0003,-32.1787
2608,298.15,1.60944,-0.4712,12081.64631,7.5772,0.0,3.0262,-6.418,-63.9809,-60.9515
2609,298.15,1.7247,-0.93713,30525.55337,12.4757,0.0,4.861,5.5695,-106.3159,-71.7722
2610,295.15,11.7981,-0.75582,12628.83189,0.7849,2.9817,2.3734,4.0567,-46.5036,-37.823
2611,293.15,-2.30328,-0.51238,18111.45813,10.046,0.0,3.935,1.6833,-91.7085,-69.8858
2612,298.15,4.75359,-0.12801,4718.47029,3.2291,0.0,0.0,-2.2875,-2.4739,-4.7614
2613,293.15,0.69252,-0.34805,15655.31203,7.164,0.0,1.6445,-6.5641,-38.7167,-45.2809
2614,298.15,3.96081,-0.30585,5192.07286,2.6777,0.8379,1.7559,-6.4049,-33.6387,-38.5156
2615,298.15,5.28327,-0.57896,12805.58254,6.9706,0.8516,3.2437,-1.29,-70.1663,-62.9002
2616,293.15,-4.34281,-0.59909,13288.21819,5.5068,2.0623,2.8655,-9.2359,-64.8022,-74.0381
2617,298.15,8.16052,-0.83243,10739.37993,4.8644,2.6434,3.2335,3.7701,-68.0734,-57.8371
2618,293.15,4.90527,-0.94002,4887.04493,1.1496,3.969,3.7938,-9.5194,-73.0934,-80.6779
2619,293.15,3.66356,-0.30801,14193.0437,5.7827,0.0,2.4281,-4.1373,-47.6148,-41.3836
2620,293.15,4.96981,-0.24274,7393.44449,5.4622,0.0,2.2927,-0.9721,-52.3254,-47.8396
2621,297.15,8.10171,-0.55261,18817.67654,6.0763,1.1417,2.4076,-7.2183,-48.9153,-49.133
2622,293.15,8.94898,-0.89004,12931.91706,9.905,0.0,5.2381,-4.64,-103.0145,-61.6539
2623,298.15,0.41288,-0.15542,17250.37173,5.7133,0.0,0.0,-14.4893,-5.1877,-19.677
2624,293.15,2.48494,-0.64478,9365.10697,4.0357,1.537,2.7608,-7.7924,-51.3307,-61.8813
2625,298.15,-0.9703,-0.08643,7937.28096,3.4239,0.0,0.5706,-5.2398,-16.4815,-21.7213
2626,298.15,0.83284,-0.31316,12375.90804,6.4567,0.0,2.0823,3.5889,-47.7322,-34.3067
2627,298.15,4.00728,-0.26457,4820.51559,2.9137,0.9592,1.5328,-2.0052,-35.4162,-37.4214
2628,293.15,5.13589,-0.38888,6006.53071,5.0441,1.0479,2.8255,-6.0132,-63.6856,-56.9293
2629,293.15,10.12663,-0.32744,8062.05689,5.4275,0.0,1.5845,-3.8732,-33.5188,-29.5747
2630,298.15,8.80538,-0.75575,7210.20547,5.1114,1.105,3.8357,-5.4387,-72.488,-56.6219
2631,291.15,6.90776,-0.66891,5384.83316,2.9906,3.0822,3.1538,-4.9598,-66.9696,-67.3354
2632,373.15,6.64639,-0.84632,27615.06311,7.8287,1.6764,3.4181,-16.5519,-78.4211,-78.3766
2633,298.15,-2.30164,-0.51784,16829.32525,9.9896,0.0,3.955,4.9776,-91.8534,-66.4775
2634,298.15,4.3666,-0.18426,9482.97125,4.3472,0.0,0.7738,-13.7638,-16.4294,-30.1932
2635,293.15,-0.10541,-0.66109,23756.77761,8.6074,0.0,3.2366,1.3289,-62.7323,-31.6747
2636,293.15,-5.52146,-0.66523,36679.25379,11.8912,0.0,4.1608,-7.7057,-95.0969,-81.0373
2637,295.15,8.03911,-0.61355,11453.45486,4.5538,2.5403,3.0152,-10.2621,-68.0056,-78.2677
2638,293.15,2.30259,-0.30999,14255.39301,4.2744,1.0475,1.9971,-4.7379,-47.5601,-51.1988
2639,298.15,13.30468,-0.84046,25078.63841,10.4565,0.0,4.9596,-12.9823,-94.8614,-65.5488
2640,293.15,6.65929,-0.73196,17024.07381,8.2934,1.0816,4.2505,-4.4216,-95.4316,-83.8074
2641,293.15,3.55445,-0.46772,11414.98861,5.6188,0.8477,3.0615,2.4523,-62.8392,-45.6276
2642,298.15,6.90776,-0.91564,14444.198,6.4505,2.4924,3.803,6.7362,-82.5278,-67.9636
2643,298.15,-0.46196,-0.81454,39658.69193,13.5489,0.0,5.5975,-8.441,-115.8715,-89.5227
2644,298.15,1.19086,-0.39746,12426.91345,4.9508,0.6081,1.5458,-12.8693,-29.7529,-42.6222
2645,293.15,2.12496,-0.33479,10181.46559,5.0985,1.2249,1.8705,-9.9948,-45.6346,-49.5606
2646,298.15,12.54254,-0.58238,1240.32281,0.9026,2.7104,2.6076,-3.0467,-44.8658,-43.2624
2647,292.15,3.71349,-0.97197,9491.70204,7.8783,1.2241,5.0949,-6.8741,-100.1377,-76.8816
2648,298.15,1.43513,-0.23644,8626.91423,2.1411,1.0375,1.6912,3.5746,-37.9054,-33.4233
2649,293.15,4.09431,-0.59916,10904.62082,6.6452,1.476,3.7624,-3.3132,-76.4144,-71.0021
2650,293.15,9.16962,-0.64503,9375.04496,5.7916,1.6418,3.1399,-5.6364,-63.675,-69.3114
2651,298.15,-0.22314,-0.46634,21875.16492,8.7743,0.0,3.2042,-3.8855,-73.5188,-60.2279
2652,303.15,4.41884,-0.67188,15046.86771,5.9269,1.8502,2.8542,-7.5379,-64.856,-64.5945
2653,293.15,0.91574,-0.50671,13338.35849,4.7794,1.9841,2.7265,-8.6316,-59.6992,-61.9044
2654,298.15,11.91816,-0.56648,8281.72223,5.3039,1.2312,2.6518,0.6804,-51.6791,-50.9988
2655,293.15,8.90924,-0.31613,8280.6435,4.9783,0.0,1.5942,-5.294,-29.1945,-31.223
2656,298.15,0.55962,-0.36363,19543.09697,6.2154,0.0,0.8478,2.1992,-21.1737,-18.9746
2657,310.15,8.29407,-0.89175,6546.80315,4.8096,1.5869,3.7154,0.7593,-64.0229,-39.4143
2658,298.15,7.17778,-0.48856,5797.94849,4.0609,1.8277,2.3211,-4.5137,-52.7389,-57.2526
2659,298.15,3.91202,-0.66133,24076.82181,6.8857,1.6996,3.4391,-24.2458,-78.0147,-96.4042
2660,297.15,-4.93367,-0.74928,40250.75436,8.4303,0.0,3.8942,-40.8007,-77.2784,-98.6924
2661,293.15,7.36518,-0.91906,5739.75403,3.913,3.1869,3.9537,0.6251,-75.6024,-69.7669
2662,298.15,4.60509,-0.72526,13348.17751,5.8936,1.9864,3.5158,-10.282,-69.5151,-79.7972
2663,298.15,5.63479,-0.39226,7389.17617,4.5415,0.9004,1.581,-6.5931,-36.7957,-43.3888
2664,298.15,7.6009,-0.54397,7846.92272,5.203,1.9664,3.0929,0.5696,-69.4953,-65.1934
2665,298.15,6.93731,-0.79825,3607.84636,1.818,2.7441,3.4702,-8.48,-59.6367,-60.8463
2666,298.15,8.3724,-0.25967,4708.20274,4.5746,0.0,1.5075,-2.7017,-31.4994,-27.0645
2667,298.15,-0.14503,-0.08541,7938.46159,3.4511,0.0,0.5774,-5.24,-16.6655,-21.9055
2668,298.15,-1.17766,-0.58217,18289.36769,8.874,0.9297,3.266,3.6401,-74.1081,-55.0897
2669,298.15,1.09862,-0.90681,27304.67267,10.3217,0.7232,4.2888,-5.5213,-90.1786,-67.5643
2670,293.15,6.82925,-0.18146,6042.4524,3.8802,0.0,0.8085,-7.3639,-16.1144,-23.4783
2671,293.15,-3.68889,-0.86943,19831.20577,6.2867,2.059,4.0503,-5.4072,-88.109,-80.7736
2672,298.15,2.12112,-0.65812,15468.8789,5.6639,2.2709,3.4477,-9.2178,-77.1291,-80.8142
2673,293.15,6.1203,-0.54528,5607.63708,3.4023,0.7936,2.7556,-5.668,-47.8077,-44.1708
2674,299.15,1.12822,-0.95171,13655.59567,7.5908,0.6391,4.3308,4.657,-77.6001,-35.1423
2675,293.15,6.01616,-0.39346,10179.08636,6.4759,0.0,1.9901,-1.3508,-44.9834,-36.4144
2676,303.15,9.90338,-0.3327,10216.29637,6.1221,0.0,1.7402,-1.2446,-32.5648,-29.9355
2677,298.15,2.30259,-0.393,6282.25631,2.6451,1.7101,2.0867,-1.8678,-43.4699,-39.8291
2678,298.15,4.31749,-0.45007,10577.2289,5.7145,0.6609,3.0261,2.1868,-61.7784,-46.2751
2679,298.15,8.37231,-0.49171,13026.45372,5.3794,0.5969,2.2698,-6.9602,-44.3321,-52.0909
2680,298.15,4.38194,-0.98779,16438.01249,8.2834,2.7743,5.3161,2.3981,-109.308,-83.3344
2681,293.15,8.92269,-0.62946,2861.92855,2.1862,1.7124,2.5386,-1.9373,-44.9096,-36.6421
2682,298.15,-2.52573,-0.70593,16300.06022,5.2785,2.4212,3.6435,-7.2087,-78.9015,-86.1102
2683,293.15,-1.06711,-0.93128,32041.10453,13.1726,0.0,5.7216,-1.014,-124.0136,-83.0085
2684,293.15,2.88998,-0.54113,13742.33417,4.4403,1.9861,2.3728,-10.4003,-54.9776,-65.3779
2685,293.15,5.70378,-0.27174,5260.36192,3.2051,0.8688,1.1556,0.2836,-27.3886,-27.105
2686,293.15,10.89674,-0.50893,5149.47349,4.1743,1.5824,2.3595,-1.6441,-49.7366,-51.3807
2687,298.15,4.31759,-0.4848,12303.80785,6.2848,1.0231,2.1955,-7.534,-50.8246,-58.3586
2688,293.15,-5.29832,-0.67616,36879.7424,11.7563,0.0,4.1301,-7.7151,-94.5631,-80.2893
2689,298.15,7.27932,-0.35793,4657.58633,3.1998,0.6136,1.5931,-7.189,-28.6884,-35.8774
2690,293.15,6.21461,-0.83261,3607.22089,1.7984,2.5844,3.4097,-8.4768,-58.5223,-60.0365
2691,293.15,5.20949,-0.63435,5157.99143,2.7589,2.4197,2.2945,-3.0005,-46.549,-49.5495
2692,373.15,9.99424,-0.54675,4731.2417,3.3688,2.0999,2.2374,-3.1283,-50.1472,-53.2755
2693,298.15,3.67687,-0.39377,11816.55188,5.7193,0.9291,1.6231,-8.4722,-38.8636,-47.3357
2694,298.15,6.21347,-0.29852,6758.16226,3.9051,1.1011,1.8326,-9.2623,-39.7652,-45.3605
2695,293.15,7.52833,-0.59074,9932.11833,6.1469,0.7137,2.8284,-0.0858,-59.0555,-49.0243
2696,298.15,4.54133,-0.5716,14184.21657,5.2253,2.0561,2.9506,-15.246,-66.8566,-82.1026
2697,299.15,5.4204,-0.92162,11801.36568,7.2054,0.6786,4.2138,3.537,-75.3702,-37.0799
2698,293.15,2.77259,-0.50164,21111.01395,7.2347,0.0,3.1654,-10.2372,-64.4991,-51.8766
2699,300.15,6.90776,-0.60817,7811.53599,4.5627,1.7762,2.6882,-4.9609,-57.5206,-62.4815
2700,293.15,1.02962,-0.51019,15469.50956,7.3716,0.7249,3.1393,-9.7437,-69.0967,-73.7202
2701,293.15,7.87553,-0.68494,3256.91963,1.8485,2.091,2.956,-8.6348,-53.631,-58.543
2702,298.15,3.46563,-0.47735,12253.29804,6.2962,0.9711,2.1936,-7.537,-50.7268,-58.2639
2703,298.15,5.6058,-0.21083,8127.0487,4.9034,0.0,0.8611,-7.8638,-21.4979,-29.3616
2704,293.15,8.6742,-0.92373,19558.16448,7.5455,2.6353,5.3862,-8.5822,-111.2062,-116.4354
2705,293.15,2.77259,-0.30861,12332.27308,4.7097,0.8263,1.9392,-6.2726,-46.0526,-50.9992
2706,310.15,-1.20397,-0.50245,17199.98006,5.6196,1.5418,2.313,-14.7654,-43.4035,-54.0332
2707,293.15,4.852,-0.57631,19376.45759,8.1343,0.9126,3.3061,-8.5295,-68.1878,-69.9765
2708,293.15,1.19392,-0.76108,35094.2147,10.2294,0.6795,3.5153,-2.2308,-73.6367,-68.1209
2709,293.15,7.50659,-0.54362,11959.99579,6.3829,0.713,2.7071,1.838,-56.6588,-46.3258
2710,298.15,3.9512,-0.36392,8861.98848,4.6619,0.9177,1.8351,1.2252,-42.8591,-41.634
2711,298.15,11.52997,-0.60097,4068.31277,2.7967,2.9865,2.9173,-4.4692,-64.8163,-69.2855
2712,293.15,10.38582,-0.66543,3805.63428,2.8004,1.6686,2.7237,-0.8247,-48.8065,-36.6385
2713,293.15,-2.97593,-0.55525,36171.82121,10.4447,0.0,3.2867,-9.7816,-73.5644,-71.5861
2714,293.15,8.04724,-0.61393,5567.84257,4.4096,0.8534,3.3151,-7.7141,-57.4846,-50.785
2715,298.15,3.09104,-1.11262,23218.32724,9.8414,2.6275,5.4786,2.6267,-115.0732,-105.1736
2716,293.15,0.09531,-0.54157,22677.97046,8.9199,0.0,2.562,8.3258,-59.1559,-32.503
2717,293.15,8.36401,-0.20633,4347.48286,2.584,0.8193,1.1332,-1.0489,-27.116,-28.1649
2718,293.15,-1.71494,-0.48388,31037.38929,9.6157,0.0,2.8236,-6.2713,-63.471,-56.7508
2719,293.15,1.94591,-0.91476,19939.745,8.5727,1.5305,4.2998,-8.7388,-89.9287,-82.4336
2720,298.15,1.075,-0.2624,12371.54099,2.7719,1.0192,1.6486,-4.3105,-35.5024,-39.8129
2721,298.15,4.48897,-0.13221,4714.20619,3.2447,0.0,0.0,-2.2841,-2.4781,-4.7622
2722,298.15,6.23713,-0.39826,16640.55562,8.0916,0.0,2.2673,-6.661,-52.5599,-50.1199
2723,298.15,5.66993,-0.50213,10213.83349,6.4476,0.9908,3.7097,-7.3659,-68.6459,-62.18
2724,298.15,8.9872,-1.52146,14971.99781,6.6219,5.3597,7.1222,-1.1221,-140.6804,-121.9015
2725,293.15,8.38936,-0.429,12142.28521,4.6773,0.0,2.0407,-11.3738,-45.694,-52.8277
2726,298.15,2.89035,-0.46356,15747.57159,6.1401,0.9305,2.4437,-9.3675,-56.3165,-58.2689
2727,298.15,1.33246,-0.17228,11591.43117,4.8404,0.0,1.2164,-5.938,-30.8935,-36.8315
2728,293.15,10.19242,-0.31456,4585.58387,4.5018,0.701,1.7395,-0.0713,-39.68,-39.7513
2729,298.15,-4.7206,-0.84518,65614.2839,12.2097,2.0946,2.8918,-11.1884,-67.2856,-78.474
2730,298.15,-1.64507,-0.66552,31071.81703,8.9969,0.9281,2.7583,0.4139,-64.8156,-54.6627
2731,298.15,2.00681,-0.09594,8371.02371,3.5479,0.0,0.4089,-6.1161,-12.8045,-18.9206
2732,298.15,10.61889,-0.31592,3286.83476,3.1775,1.1402,1.5176,-3.7908,-34.9067,-38.6975
2733,293.15,4.6606,-0.41852,12460.64069,6.0792,0.9123,2.2571,-11.8569,-49.1168,-60.9736
2734,297.15,4.82927,-0.18739,7737.7744,3.3026,0.0,1.0235,-5.191,-20.3053,-22.1901
2735,298.15,-1.96611,-0.91737,44405.02982,10.8981,1.7652,5.5269,-23.5368,-109.1604,-105.8329
2736,298.15,5.5133,-0.57687,12794.36684,7.0767,0.9591,3.2365,-1.2871,-70.3623,-63.0676
2737,293.15,8.79125,-0.38512,4839.31621,3.4081,1.0297,2.1137,-8.7389,-41.3747,-47.7516
2738,298.15,-4.60516,-0.57122,36214.27473,10.6707,0.0,3.3637,-9.7791,-75.1664,-73.1962
2739,294.15,-1.13943,-0.41256,17305.41931,5.0534,0.6029,2.0221,-2.9081,-38.5716,-37.1546
2740,293.15,5.55683,-0.20285,7400.55764,3.4918,0.0,0.0,2.1811,-2.1196,0.0615
2741,298.15,5.22575,-0.20869,3560.98986,2.5945,0.8186,1.1424,-1.449,-27.3477,-28.7968
2742,308.15,7.54961,-0.37116,7226.02049,6.769,0.0,2.2673,-0.8663,-51.1307,-38.5685
2743,298.15,3.89182,-0.14145,5574.16438,3.7682,0.0,1.0967,-0.0268,-26.3706,-26.3974
2744,293.15,6.72503,-0.36603,4825.33286,3.3022,0.6929,2.0968,-8.7544,-40.3018,-46.3926
2745,293.15,5.92959,-0.43992,7883.6407,6.1637,0.0,2.432,-1.4013,-53.5217,-35.2623
2746,298.15,4.2669,-0.8777,19379.17467,7.1815,1.6316,3.9426,-14.6041,-79.6522,-88.1114
2747,293.15,3.59841,-0.56407,19996.09113,7.1933,0.8834,2.3728,-7.5718,-54.8242,-52.904
2748,293.15,5.91357,-0.47282,5318.23476,2.4435,0.9638,2.5309,-8.1305,-43.8032,-48.3047
2749,298.15,7.80312,-0.55474,11874.62306,4.5539,1.9751,2.2887,-11.9276,-52.6588,-64.5864
2750,373.15,9.90344,-0.99273,20960.18222,11.9509,0.0,6.1266,-11.4701,-119.9346,-84.3088
2751,298.15,2.109,-0.09145,7173.11066,3.5177,0.0,0.394,-6.5181,-12.4278,-18.946
2752,293.15,-6.34814,-0.45665,39121.8265,6.9985,0.0,2.4351,-9.6687,-46.0396,-44.1673
2753,293.15,7.02108,-0.28543,10504.63354,5.1552,0.0,1.725,-6.679,-32.7516,-25.8294
2754,293.15,7.20408,-0.40329,4844.575,3.4361,1.056,2.1346,-8.7456,-41.7474,-45.7338
2755,298.15,6.6846,-0.24298,5553.53838,2.8422,0.9134,1.1315,-0.0505,-27.0039,-27.0544
2756,293.15,-13.12236,-0.66166,36758.6759,11.3924,0.0,3.993,-7.7172,-91.4276,-78.5204
2757,298.15,6.2146,-0.40762,11519.47402,5.5735,0.0,1.7519,6.0184,-36.6238,-19.8791
2758,288.15,3.63732,-0.39069,12873.16376,6.2084,1.0643,2.7703,-10.8496,-63.2779,-64.228
2759,294.15,5.17048,-0.18873,9480.85602,4.3849,0.0,0.792,-13.7614,-16.7572,-30.5186
2760,293.15,-6.90776,-0.90112,45820.95908,10.5623,2.3364,5.1239,-13.8222,-110.2474,-119.0027
2761,291.15,9.04789,-0.74412,8880.38843,8.2874,0.0,4.5267,-6.4421,-87.8967,-59.1902
2762,293.15,-2.95651,-0.72172,32693.35781,10.0976,0.837,3.838,-18.9278,-83.1859,-78.8335
2763,293.15,6.34568,-0.27286,4844.47031,3.1595,1.049,1.8435,-8.7513,-36.7667,-42.5197
2764,293.15,13.81547,-0.27109,1989.93609,2.7005,0.6936,1.6041,-3.3081,-32.2435,-35.5516
2765,293.15,8.1613,-0.82052,12413.63058,7.8082,1.5008,3.9227,-0.414,-80.4528,-67.5108
2766,293.15,2.99573,-0.36817,12069.39987,6.1431,0.0,2.3573,-0.9927,-51.2481,-39.709
2767,293.15,8.03916,-0.44037,7864.84677,3.6276,0.9348,1.1316,-0.9186,-21.4615,-22.38
2768,298.15,-2.34029,-0.80981,63437.38327,12.4764,1.2333,2.9245,-0.1235,-66.4339,-66.5574
2769,293.15,1.09861,-0.33809,29195.63089,8.9599,0.0,1.8383,-10.2194,-45.6512,-55.8705
