molindx,MolarMass,SolvationEnergy,DipoleMoment,MolecularVolume,MolecularSurfaceArea,QXX,QYY,QZZ,HOMO,LUMO,gap,Temperature,logS
415,429.7718,18.45144,3.222408678,238.103,355.106,15.64240054,-13.2972145,-2.345186038,-7.423816869,-1.405857661,6.017959208,298.15,-8.42001
416,198.14,55.8564,9.163150016,130.866,221.654,-32.49246454,22.19445793,10.29800661,-7.423212776,-2.550829834,4.872382942,288.15,5.04343
417,198.5473,14.51848,1.977664691,121.331,198.166,-12.96769806,13.82280025,-0.855102189,-7.422913451,-0.773585544,6.649327907,293.15,3.74479
418,332.74,55.77272,8.259592457,223.75,367.053,55.99674116,-6.775341303,-49.22139986,-7.421691659,-2.475389221,4.946302438,293.15,0.53053
419,191.01,30.9616,2.259531359,134.392,213.343,17.65644671,-14.68708792,-2.969358789,-7.421378728,-1.717649692,5.703729036,298.15,4.99043
420,120.11,64.2244,8.197591145,92.029,151.145,18.77564848,-14.4776028,-4.298045679,-7.420004552,-1.318786895,6.101217657,293.15,13.12236
421,122.13,52.00712,2.755285901,98.73,166.302,29.59547328,-24.35070424,-5.244769037,-7.419109297,-1.227019442,6.192089855,298.15,13.12236
422,108.1,30.58504,3.884167372,91.516,150.747,-21.17172405,17.01274991,4.158974137,-7.419008615,-1.286331859,6.132676756,293.15,10.84349
423,229.9206,17.40544,4.78883474,145.148,222.325,11.64399197,-0.301936909,-11.34205506,-7.417775938,-1.367665373,6.050110566,298.15,0.73141
424,176.22,39.07856,7.214642273,122.069,213.511,16.06268796,-0.67262083,-15.39006713,-7.417514709,-1.308333636,6.109181073,298.15,6.88346
425,326.4932,60.20776,8.034143917,205.735,373.732,-32.63221017,26.25417045,6.378039718,-7.416594964,-1.092835947,6.323759017,293.15,12.48219
426,180.16,48.7436,2.951973342,118.708,203.877,-24.05216608,9.346822312,14.70534377,-7.416238494,-1.504145238,5.912093257,298.15,8.43381
427,395.3892,90.20704,8.80457061,229.81,392.947,-52.16152555,37.42164626,14.7398793,-7.415716035,-1.802698106,5.613017929,298.15,3.91192
428,447.7514,65.35408,8.284881605,254.684,428.506,-63.92631165,50.18704404,13.73926762,-7.415628959,-2.595378977,4.820249981,298.15,-0.51086
429,429.7718,18.32592,1.741987751,234.705,350.046,-13.26421977,3.213102931,10.05111684,-7.414281995,-1.433980371,5.980301624,298.15,-9.36349
430,278.6945,66.35824,8.38754815,185.596,305.897,-52.19365778,12.21881925,39.97483853,-7.413201702,-1.962670661,5.450531041,293.15,13.45884
431,284.311,51.12848,0.765085557,191.024,326.403,-32.68598307,-4.294534233,36.9805173,-7.411552691,-1.494736624,5.916816067,293.15,2.04122
432,254.3002,64.0152,8.311877516,163.402,282.418,33.12887027,-24.24765532,-8.881214954,-7.409862863,-0.988254918,6.421607946,298.15,5.81413
433,182.1966,97.40352,12.97387038,119.928,200.4,33.69679695,-11.82658303,-21.87021393,-7.40892407,-1.825862355,5.583061715,291.15,6.46138
434,236.23,91.29488,6.367237097,161.94,279.737,36.21015143,-3.412273495,-32.79787794,-7.408717263,-1.442549785,5.966167479,295.15,8.92266
435,268.327,61.0864,7.666297693,167.461,291.977,20.91089433,10.09143155,-31.00232589,-7.40820841,-0.988292197,6.419916213,298.15,5.56826
436,314.802,12.92856,0.076433808,144.101,211.733,2.188523799,1.992887472,-4.18141127,-7.404496775,-1.0061924,6.398304375,298.15,-0.23953
437,339.32,109.03504,8.266980414,188.517,327.69,64.07769221,-63.33066668,-0.747025532,-7.404137585,-2.945492551,4.458645034,293.15,5.07517
438,171.5829,26.27552,4.169782371,123.418,201.993,-17.47485668,18.64575392,-1.170897243,-7.403955268,-2.393907405,5.010047864,293.15,4.52179
439,329.2683,130.1224,13.50891622,165.985,279.985,62.86826318,-58.61796855,-4.250294631,-7.40319607,-1.984011202,5.419184868,298.15,10.81973
440,395.33,20.62712,3.663179272,221.672,333.493,-16.63637004,3.63236618,13.00400386,-7.401027322,-1.224165238,6.176862083,298.15,-6.13303
441,291.26,84.726,2.684644654,177.766,305.778,38.98385519,11.60308346,-50.58693865,-7.400907591,-1.364083264,6.036824328,294.15,6.21461
442,464.2169,16.35944,1.629577862,245.299,362.846,-6.411435579,1.31310585,5.098329729,-7.400401459,-1.47820842,5.92219304,298.15,-10.59663
443,498.66,13.43064,0.00021356,261.892,384.936,-0.103395906,0.050447312,0.052948593,-7.398907554,-1.465233208,5.933674346,298.15,-11.80998
444,140.5689,27.48888,2.868695876,113.004,182.16,-21.99843044,20.721057,1.27737344,-7.39861367,-1.883946176,5.514667494,293.15,6.84055
445,194.1866,42.63496,2.447705024,141.098,240.479,17.72476455,8.610873202,-26.33563776,-7.397332014,-1.442193315,5.955138698,294.15,7.93982
446,461.78,65.85616,8.568872464,266.697,450.406,-65.96852139,52.9506671,13.01785429,-7.396714315,-2.592206945,4.80450737,298.15,-2.30259
447,273.1184,67.27872,3.801169774,150.004,254.432,-43.78099743,15.2358271,28.54517032,-7.39667894,-3.643413259,3.753265681,273.15,4.24839
448,268.2658,69.036,6.318281051,175.21,306.054,4.779948368,13.85854362,-18.63849199,-7.396510229,-1.366771478,6.029738751,293.15,8.98714
449,156.1,64.72648,6.136698735,110.761,187.198,27.02501383,-8.407280653,-18.61773318,-7.396265327,-1.962612701,5.433652626,291.15,6.90776
450,171.22,65.31224,6.725149356,123.683,211.62,23.53296041,-20.31170859,-3.221251828,-7.396205462,-0.891117022,6.505088439,298.15,8.05833
451,180.5568,14.68584,2.96008114,115.967,189.154,12.46221961,-7.510930842,-4.951288768,-7.395517013,-0.864627813,6.5308892,293.15,4.2485
452,324.3461,79.9144,7.844859809,209.614,354.062,-52.14382789,17.68646909,34.45735879,-7.394942853,-1.099791453,6.2951514,293.15,4.44617
453,140.5689,23.13752,4.469070074,104.871,169.396,13.03664825,-9.869345603,-3.167302644,-7.394325154,-1.972508671,5.421816483,293.15,7.29302
454,189.0408,32.80256,5.114106782,131.921,210.966,-20.31078782,20.67075536,-0.359967541,-7.394140116,-1.74856674,5.645573376,293.15,5.91539
455,161.03,23.80696,3.429994885,114.089,182.093,10.67532861,1.522717097,-12.19804571,-7.39398229,-0.912628723,6.481353568,303.15,5.52146
456,299.2807,56.98608,5.478115845,199.055,332.775,49.42211154,-10.64462473,-38.7774868,-7.392814921,-2.459402523,4.933412398,295.15,4.89087
457,156.57,34.01592,2.136781117,118.029,192.049,16.04767753,-11.40943139,-4.638246135,-7.392488384,-1.49563841,5.896849974,298.15,4.27667
458,282.3538,61.37928,7.745020534,183.183,319.592,20.53157304,10.09871844,-30.63029148,-7.391701975,-0.970625468,6.421076507,298.15,5.11195
459,181.44,15.2716,4.051579725,127.964,195.555,-3.635783128,11.13276636,-7.49698323,-7.391179516,-0.799182219,6.591997297,298.15,3.42751
460,429.7718,17.32176,1.894268422,233.068,347.442,-12.26273694,11.82991279,0.432824149,-7.391100603,-1.298090177,6.093010426,298.15,-7.98251
461,250.2536,83.97288,5.890167684,174.006,300.465,40.25058445,-4.155509633,-36.09507481,-7.389408054,-1.428121756,5.961286298,295.15,6.17411
462,120.15,29.41352,4.38037917,107.869,180.854,14.76925024,-9.14096259,-5.628287646,-7.388823009,-1.53278959,5.856033419,298.15,8.72095
463,301.33,105.68784,11.25455922,181.765,309.812,-48.86214841,37.92618254,10.93596587,-7.386831134,-1.269542425,6.11728871,298.15,3.91202
464,151.1646,49.07832,5.140626641,110.085,189.261,15.14106596,-1.517585582,-13.62348038,-7.386795759,-1.135592676,6.251203084,295.65,10.72878
465,148.14,75.39568,4.785807299,93.724,159.122,-24.05908158,24.03998675,0.019094838,-7.386112753,-0.526613244,6.859499509,298.15,12.20607
466,318.5433,37.656,6.181278376,190.266,302.522,-43.78463404,23.81416611,19.97046793,-7.385952206,-2.4101937,4.975758507,295.15,-0.26901
467,395.3267,19.2464,2.934949618,222.35,334.386,-2.839545576,0.85914964,1.980395936,-7.385552198,-1.290528673,6.095023526,298.15,-7.09897
468,184.11,63.34576,10.99805853,113.978,193.796,16.39896708,-12.39724095,-4.001726128,-7.385266479,-2.719084179,4.6661823,355.15,11.0104
469,254.2416,69.41256,7.813692441,157.306,266.191,-28.21967721,18.54388945,9.675787763,-7.384591636,-1.468332314,5.916259322,296.15,5.29836
470,194.1866,43.97384,4.321514234,139.317,237.717,30.93895092,-9.204787013,-21.73416391,-7.384515444,-1.355607185,6.028908259,298.15,6.42011
471,151.1646,28.91144,6.740337514,116.822,200.217,9.850924448,-8.994196211,-0.856728238,-7.382567108,-2.30606955,5.076497558,293.15,4.89035
472,152.15,44.30856,4.516429718,109.611,188.004,19.88106014,-1.489667755,-18.39139238,-7.382534454,-1.443429257,5.939105197,293.15,8.36171
473,213.294,62.21608,8.165536187,144.831,252.678,-28.19856204,20.8639347,7.33462734,-7.382365744,-0.962338508,6.420027235,293.15,6.10925
474,172.568,44.68512,6.172564018,121.754,198.71,17.4587028,-8.448287346,-9.010415452,-7.381995668,-1.598541584,5.783454084,293.05,7.11477
475,184.11,36.44264,1.544947747,120.617,202.91,-29.53013859,14.82018398,14.70995461,-7.381775256,-3.262829176,4.11894608,298.15,5.95324
476,225.4585,33.80672,2.020631067,144.358,224.315,23.22388399,-21.39793601,-1.825947981,-7.381462325,-1.874876345,5.50658598,298.15,6.69699
477,148.124,45.73112,1.137566479,104.436,172.796,-18.24724593,11.20000297,7.047242968,-7.380969799,-2.335046153,5.045923646,293.15,7.01302
478,191.01,39.66432,3.706618127,130.823,208.567,23.28109737,-6.141863976,-17.1392334,-7.37939698,-1.143789293,6.235607686,298.15,9.55393
479,122.13,42.09104,4.430172371,100.181,168.189,21.73488465,-12.59191061,-9.142974044,-7.376504408,-1.323629708,6.0528747,293.15,12.10071
480,270.35,66.56744,7.851875655,171.09,301.584,-28.69098377,3.927817875,24.76316589,-7.376243179,-1.101109029,6.27513415,310.15,4.69135
481,180.16,59.4128,2.161857196,114.724,199.155,8.171013395,13.14366395,-21.31467735,-7.375451327,-1.393078099,5.982373228,293.15,9.68034
482,249.008,28.82776,3.942578311,130.603,202.071,-15.19899938,13.7042063,1.494793082,-7.373737009,-2.620330199,4.75340681,298.15,3.3322
483,171.22,64.60096,6.667589341,119.227,204.565,20.49879346,-18.82367493,-1.67511853,-7.372926109,-0.987556129,6.38536998,298.15,8.96316
484,306.7481,70.83512,3.654641732,173.628,297.976,62.26557631,-23.87699587,-38.38858045,-7.372104325,-2.369533881,5.002570443,298.15,3.40111
485,429.7718,18.6188,2.553101614,234.421,349.544,-11.66312095,9.116339615,2.546781335,-7.371696154,-1.273483724,6.09821243,298.15,-8.71934
486,243.22,55.52168,7.730664747,169.551,277.927,42.55645459,-34.42891338,-8.127541209,-7.371600914,-1.448946641,5.922654273,303.15,3.8292
487,468.336,96.77592,9.889152538,242.2,411.616,51.5482094,-45.20344552,-6.344763881,-7.371271656,-1.569727433,5.801544223,298.15,1.19402
488,267.5389,32.25864,3.167223696,164.231,266.914,18.43679175,2.101692613,-20.53848436,-7.371056686,-1.057480175,6.313576511,298.15,2.807
489,267.33,49.28752,2.909260821,71.481,131.888,-17.09908773,13.39765425,3.701433483,-7.370536948,0.268697935,7.639234883,289.15,9.71716
490,191.0134,38.2836,5.478200598,127.398,202.607,-13.41008335,10.63569446,2.774388893,-7.369160051,-1.549871002,5.819289049,293.15,6.79122
491,153.14,39.62248,4.035951123,111.483,190.295,21.85860067,-17.37333625,-4.485264418,-7.36748655,-2.407276093,4.960210457,293.15,8.51719
492,250.324,9.99976,1.515565054,157.96,234.583,-4.345109458,6.048400496,-1.703291038,-7.366256595,-1.240756301,6.125500294,298.15,-0.60331
493,246.27,46.19136,2.043633903,162.344,290.135,9.189247431,17.42484728,-26.61409471,-7.366014413,0.141358951,7.507373364,293.15,5.20401
494,222.2428,34.64352,0.927038687,165.087,272.94,45.19108371,-28.9928916,-16.19819211,-7.364768131,-2.885877816,4.478890316,298.15,-1.77372
495,280.3651,27.196,2.121168017,168.716,258.017,-12.35675313,4.348456385,8.008296745,-7.362819795,-1.336706419,6.026113376,293.15,0.69313
496,295.72,135.26872,7.794304841,159.169,263.773,87.63336788,-74.16408361,-13.46928426,-7.361102756,-1.80259307,5.558509686,303.15,5.5835
497,395.3267,18.28408,0.20162199,216.995,326.181,-1.649480026,-0.912154529,2.561634555,-7.360996631,-1.399248012,5.961748619,298.15,-8.06606
498,235.29,62.17424,4.058921427,167.705,293.921,39.51830307,-28.56009303,-10.95821004,-7.359565311,-1.37922668,5.980338631,295.15,5.76832
499,178.1872,46.48424,5.805006154,131.613,224.935,24.78725308,-9.197051951,-15.59020113,-7.358572095,-1.587552533,5.771019563,298.15,8.59066
500,189.1367,55.8564,7.602155585,121.183,206.448,20.47239904,-0.48091691,-19.99148213,-7.358251001,-1.00365657,6.354594431,293.15,9.4727
501,287.16,49.62224,4.77737139,177.601,286.264,1.794138419,25.70492627,-27.49906469,-7.357265948,-1.591243759,5.766022189,293.15,-0.15082
502,395.3267,19.07904,2.114320955,234.609,352.535,9.854100486,-5.258487156,-4.59561333,-7.357086353,-1.375904168,5.981182185,298.15,-7.7681
503,156.57,33.17912,4.214387206,114.202,185.062,9.445287055,-2.040608115,-7.40467894,-7.356539404,-1.51244798,5.844091424,298.15,6.10925
504,304.35,48.57624,3.572137969,217.843,373.439,23.61532943,3.122103078,-26.73743251,-7.356517635,-0.945877516,6.410640119,298.15,4.09434
505,140.11,33.51384,2.055633791,107.277,179.599,14.46265897,-9.997050811,-4.465608159,-7.356188377,-1.251367386,6.10482099,298.15,7.09008
506,169.1828,47.2792,2.55265252,111.173,197.685,-10.33924179,4.052425299,6.28681649,-7.353921667,-1.54266624,5.811255427,298.15,8.58485
507,240.26,51.83976,6.185910095,170.727,287.074,17.62757743,7.279817454,-24.90739489,-7.353467237,-1.692684593,5.660782644,298.15,4.38203
508,186.2282,59.95672,6.665963172,121.857,212.873,-18.09191245,14.70164945,3.390263004,-7.352678106,-0.948652807,6.4040253,293.15,8.97462
509,256.13,39.49696,4.552840564,179.144,291.878,15.02701338,-11.05200011,-3.975013273,-7.351703938,-1.437439484,5.914264454,298.15,2.70805
510,177.16,58.70152,2.444604961,118.99,202.319,-31.81035308,28.8424707,2.967882385,-7.351576044,-1.450636197,5.900939848,289.15,7.17012
511,326.44,20.33424,2.545323765,205.324,314.616,11.49424406,-14.7355725,3.241328443,-7.351146104,-1.260699264,6.09044684,298.15,-5.51896
512,162.15,44.68512,3.493387682,122.04,201.239,23.23875323,-18.11863956,-5.120113671,-7.348833135,-2.343273792,5.005559343,293.15,9.43348
513,270.2842,45.22904,2.192287097,183.587,313.509,70.02609017,-42.32696836,-27.69912181,-7.3482236,-1.562538453,5.785685147,293.15,-3.14656
514,206.0892,37.32128,4.413257838,139.326,217.278,17.52393604,-8.421788179,-9.102147864,-7.347959649,-0.92452854,6.423431109,294.15,6.85723
515,229.3,82.96872,5.962166673,153.482,271.529,32.94027263,-22.09159348,-10.84867915,-7.347573247,-0.911467612,6.436105635,298.15,9.5956
516,265.27,55.68904,3.699899317,172.239,298.099,19.8564689,-7.65018086,-12.20628804,-7.346318802,-1.539254202,5.8070646,294.15,8.61613
517,248.2361,46.98632,2.528696409,167.526,281.633,24.2964723,1.912809128,-26.20928142,-7.345584094,-1.556318743,5.789265351,298.15,7.03869
518,193.2,66.56744,4.656996129,136.434,234.588,46.96702763,-31.07487306,-15.89215457,-7.344550061,-1.352218005,5.992332056,295.15,8.21609
519,360.8816,21.04552,2.420868222,215.851,327.482,-11.75232391,3.964615756,7.78770815,-7.344277947,-1.192191843,6.152086104,293.15,-4.40884
520,360.8816,21.84048,4.055776509,203.8,309.621,20.59804568,-16.9320299,-3.666015788,-7.34407114,-1.186935689,6.157135451,298.15,-6.72962
521,164.2036,40.20824,4.215781721,119.705,208.464,22.70777347,-9.750187881,-12.95758559,-7.343529633,-1.641380491,5.702149142,293.15,9.49552
522,295.9178,44.05752,6.924021756,139.919,219.255,-15.64036872,2.930806497,12.70956223,-7.342922819,-1.4720981,5.870824719,285.15,6.5722
523,215.89,12.46832,1.677936869,143.136,215.237,-2.564101915,4.833820814,-2.269718898,-7.342906492,-1.048398914,6.294507578,298.15,1.62924
524,324.4,76.5672,6.889886135,202.132,354.797,-21.90649782,-4.01538755,25.92188537,-7.341632999,-2.149070384,5.192562615,310.15,8.14032
525,134.18,27.8236,4.205410398,114.462,194.759,13.17822444,-6.674769726,-6.503454715,-7.341219386,-1.501179467,5.840039918,293.15,7.6009
526,156.57,38.24176,4.761311474,113.79,185.456,16.54049598,-5.675300685,-10.8651953,-7.34108605,-1.515989544,5.825096506,298.15,7.64492
527,326.4365,22.76096,3.679495467,190.536,292.586,17.66228177,-11.12425531,-6.538026458,-7.340933666,-1.004778496,6.33615517,298.15,-4.34291
528,244.21,88.15688,5.941786715,138.943,247.042,20.91695233,-18.36343915,-2.55351318,-7.340868359,-1.046743373,6.294124986,298.15,11.86358
529,336.4291,33.80672,4.249295897,191.174,300.899,-20.30783806,-2.182172023,22.49001008,-7.34065611,-1.252694759,6.087961351,293.15,3.91208
530,254.2848,49.83144,6.103568718,167.173,285.211,-26.23185159,16.50067953,9.731172053,-7.339739085,-1.643979452,5.695759633,293.15,4.60522
531,429.7718,16.5268,1.453510429,227.038,338.339,15.45779078,-5.859120608,-9.59867017,-7.339453366,-1.353687965,5.985765401,298.15,-8.21254
532,198.14,39.20408,5.511345249,129.076,219.149,-21.44276643,7.848752104,13.59401433,-7.338490082,-2.81060292,4.527887162,293.15,5.28827
533,200.16,69.11968,7.604723917,126.78,219.611,20.34675625,-13.34933977,-6.997416481,-7.337796191,-2.364421131,4.97337506,298.15,7.97247
534,168.6225,28.40936,5.702193485,132.108,217.961,6.818336154,-2.865662941,-3.952673213,-7.337469655,-1.698671917,5.638797738,297.15,7.78322
535,359.3193,69.62176,7.056658858,204.462,348.551,21.53649967,-3.223259254,-18.31324042,-7.336775764,-1.976902496,5.359873268,293.15,1.82452
536,296.3836,64.76832,7.634288988,188.14,332.629,26.40052856,-27.73193367,1.331405108,-7.336294122,-1.060415197,6.275878926,310.15,2.91243
537,195.1744,61.58848,6.343943926,129.009,221.594,22.32340472,-4.448547879,-17.87485684,-7.335749894,-1.123069717,6.212680177,303.15,9.99419
538,171.22,56.23296,5.568895178,115.463,197.17,21.78407443,-18.61163967,-3.172434757,-7.335622001,-0.943630943,6.391991058,298.15,7.39018
539,229.25,80.08176,8.659653978,144.5,251.29,27.22443863,-28.19287149,0.968432861,-7.335480501,-0.947457682,6.388022819,291.15,9.02039
540,278.2897,56.9024,6.606272341,191.578,320.363,-18.9231431,9.639143282,9.283999815,-7.335178455,-0.850812857,6.484365597,293.15,5.9108
541,207.23,65.52144,4.142137198,146.757,254.786,42.319965,-31.76655581,-10.55340919,-7.334979812,-1.373450516,5.961529295,295.15,7.09008
542,323.3027,55.31248,8.550350544,209.256,347.902,-38.63945104,12.50219891,26.13725214,-7.334775726,-2.475532897,4.859242829,296.15,1.13427
543,326.4365,22.67728,2.155651954,205.003,314.156,5.697095504,-3.535974636,-2.161120867,-7.334770284,-0.993136371,6.341633913,298.15,-4.94181
544,240.2152,36.77736,5.555778082,151.449,264.004,-19.93065508,3.153280025,16.77737505,-7.334672323,-2.855303087,4.479369236,293.15,1.50405
545,356.2202,118.95112,12.12361131,204.21,347.335,37.1747559,-35.78216387,-1.39259203,-7.334519939,-1.090032084,6.244487855,293.15,7.83201
546,193.2,63.76416,4.942097283,138.124,237.381,28.16111493,-27.48142864,-0.679686285,-7.334514497,-1.009645255,6.324869242,303.15,9.74097
547,132.1244,39.07856,3.827636892,108.37,175.673,14.20747942,-13.07556313,-1.13191629,-7.33301787,-2.626995087,4.706022783,293.15,11.86979
548,201.02,34.22512,2.152945491,123.598,197.826,18.36464775,-12.71170715,-5.652940605,-7.332144384,-1.539766593,5.792377791,298.15,4.09434
549,190.03,52.46736,6.091376223,131.888,211.581,24.53868718,-8.180321583,-16.3583656,-7.330411018,-0.777968756,6.552442262,296.15,7.91206
550,256.319,80.66752,7.623698786,169.258,296.614,37.09525533,-10.29634001,-26.79891532,-7.330364758,-1.100327245,6.230037513,310.15,5.44073
551,168.58,41.0032,6.977238765,125.742,203.058,-21.30505653,18.66462004,2.640436494,-7.33020149,-1.51537511,5.814826379,298.15,6.32077
552,162.19,37.11208,1.320109763,121.78,208.259,23.16887531,-20.21574675,-2.953128556,-7.330114413,-1.852220405,5.477894008,298.15,5.94803
553,313.7384,53.42968,3.599758921,210.125,353.337,39.68985927,-34.42898376,-5.26087551,-7.328620507,-0.160688977,7.16793153,293.15,5.01173
554,249.2714,95.77176,13.89686624,178.315,294.973,44.22908877,-38.77334169,-5.455747082,-7.328217779,-1.883622089,5.44459569,293.15,-0.22314
555,332.2258,88.03136,10.75168544,198.224,333.573,46.40228989,-42.70291292,-3.699376971,-7.327776954,-2.559890414,4.76788654,298.15,4.60525
556,395.3267,20.66896,2.079449599,229.891,345.716,-18.32225797,18.1911684,0.13108957,-7.327355177,-1.337426704,5.989928473,298.15,-7.60554
557,395.3267,20.75264,2.902477145,220.149,331.056,-16.48948808,9.431712471,7.057775608,-7.326666729,-1.311620501,6.015046228,298.15,-8.06606
558,193.2,68.32472,5.130813311,132.009,230.029,25.17224991,-0.972869844,-24.19938006,-7.325001391,-1.004224744,6.320776647,298.15,8.29405
559,439.3124,66.40008,6.037097106,260.504,430.864,40.77211085,-10.71343274,-30.05867811,-7.32490343,-1.838701237,5.486202193,298.15,-2.88244
560,383.6,57.23712,5.483322841,225.502,365.004,40.73848242,-38.49810246,-2.240379958,-7.322976863,-1.43039282,5.892584043,293.15,1.02962
561,395.3267,21.25472,3.84521006,221.56,333.293,-19.08690792,17.14418141,1.942726512,-7.321850311,-1.341956314,5.979893997,293.15,-5.66354
562,225.4585,37.2376,3.459707485,142.124,222.221,20.49018395,-5.226493363,-15.26369059,-7.320944171,-1.279610915,6.041333257,295.15,8.948
563,326.4365,20.33424,1.923624121,193.182,296.512,0.763283569,1.060379474,-1.823663043,-7.32051151,-1.155254273,6.165257238,298.15,-5.54048
564,314.8017,16.61048,3.826850503,140.692,207.715,-4.14724029,-11.0650613,15.21230159,-7.320138714,-1.242337828,6.077800886,298.15,1.05421
565,395.3267,18.11672,0.221159687,228.161,342.71,13.01852097,-11.6930386,-1.325482368,-7.319308766,-1.279515675,6.039793091,298.15,-6.66171
566,330.17,56.484,3.030907488,207.314,343.871,-16.66869354,9.549390693,7.119302846,-7.319257065,-1.061934137,6.257322928,298.15,2.63189
567,429.7718,19.70664,2.115040229,232.925,347.392,-13.29394886,5.386431833,7.90751703,-7.318495145,-1.421396459,5.897098687,298.15,-8.20978
568,360.8816,21.966,5.006727505,206.648,313.757,22.49797302,-16.53810015,-5.959872865,-7.318320992,-1.261149068,6.057171924,298.15,-6.59376
569,140.11,38.2836,4.297251005,104.862,175.599,18.02944469,-9.862583845,-8.166860843,-7.317714178,-1.403518841,5.914195337,298.15,8.88184
570,326.4365,21.17104,2.354049693,191.433,294.086,23.18086139,-10.16418187,-13.01667952,-7.3164298,-1.014672017,6.301757783,298.15,-4.14972
571,140.11,32.30048,3.592248592,101.019,170.294,10.11579699,-3.921405679,-6.194391306,-7.3160951,-1.428323393,5.887771707,298.15,7.31322
572,276.421,46.77712,3.645082895,194.303,350.802,23.4234967,-25.89275793,2.469261231,-7.313931794,-1.152255848,6.161675945,298.15,5.56068
573,429.7718,17.11256,1.602454897,227.319,338.735,5.379597848,-2.821670396,-2.557927452,-7.313240624,-1.437103967,5.876136657,298.15,-8.71934
574,325.3339,76.65088,8.481202735,208.419,350.174,-53.12123372,22.61780498,30.50342874,-7.31294402,-1.134315372,6.178628647,293.15,4.60517
575,136.153,47.19552,3.706366011,109.234,186.706,9.391122729,0.660324938,-10.05144767,-7.312587551,-0.941590904,6.370996646,298.15,10.26085
576,360.8816,21.29656,5.189260616,203.606,309.329,23.34342444,-11.3876791,-11.95574534,-7.311711343,-1.241785164,6.069926179,298.15,-5.92371
577,262.3942,46.73528,3.635084266,187.923,336.404,-25.60936193,22.94303337,2.666328556,-7.311158952,-1.163786679,6.147372273,298.15,5.3937
578,126.11,62.00688,3.414914783,123.209,225.162,13.64051997,-12.81846338,-0.822056592,-7.310258255,-0.693218578,6.617039676,298.15,9.48037
579,121.14,49.07832,5.278545072,103.489,174.316,22.09953523,-14.90765227,-7.191882955,-7.310228322,-0.977452808,6.332775514,298.15,9.51044
580,244.2926,56.98608,4.359815813,166.006,289.243,40.35222684,-38.45407929,-1.898147547,-7.309798382,-1.564053856,5.745744526,298.15,3.94158
581,134.1342,27.15416,3.092213048,104.053,173.094,11.04876466,-9.26931184,-1.779452824,-7.309300413,-2.694749568,4.614550845,293.15,10.10268
582,251.1353,94.3492,9.973024231,135.958,239.302,-17.15130254,5.377732944,11.77356959,-7.307866373,-2.648130997,4.659735375,298.15,9.25618
583,151.17,60.29144,7.549155661,120.261,205.805,25.26890799,-18.5253583,-6.743549689,-7.306750705,-1.432293808,5.874456897,293.15,12.20607
584,248.3674,46.77712,3.532402179,180.635,321.755,-24.77947819,22.66882503,2.110653163,-7.305256799,-1.161156425,6.144100374,298.15,5.19301
585,183.23,59.49648,7.847409966,122.518,208.784,26.64546849,-7.10978923,-19.53567926,-7.305164281,-0.954526115,6.350638165,298.15,8.86785
586,326.4365,22.97016,3.267949942,200.422,307.488,-13.63147169,12.62820846,1.003263234,-7.303520712,-0.96849155,6.335029162,298.15,-5.51746
587,329.3099,74.51704,1.385498154,196.419,335.325,43.31878137,-7.545543089,-35.77323828,-7.303275809,-2.074463528,5.228812281,283.15,8.1157
588,151.1646,31.12896,7.39310137,119.448,204.464,-10.566105,9.903084967,0.663020035,-7.303120704,-2.373627564,4.92949314,298.15,4.60517
589,221.68,50.04064,4.736760588,157.188,262.616,18.93969951,0.533900414,-19.47359993,-7.302445862,-0.599592042,6.702853819,293.15,6.21451
590,360.8816,20.20872,3.922473751,214.681,325.71,20.95122874,-5.599396879,-15.35183186,-7.301743808,-1.335127069,5.966616739,298.15,-5.655
591,260.68,56.98608,5.922441059,172.295,283.268,-28.60953103,17.49793409,11.11159694,-7.30155877,-1.832367512,5.469191258,293.15,6.21461
592,321.4,88.82632,6.615581146,203.847,335.233,-63.27050828,59.71029054,3.560217744,-7.301520674,-2.333889124,4.96763155,297.15,4.55388
593,464.22,14.8532,1.434214484,245.818,363.592,11.31004537,-3.679241372,-7.630804003,-7.301490742,-1.446225229,5.855265513,298.15,-10.92514
594,266.253,36.8192,5.768441559,162.774,285.893,-18.57203779,-1.043694658,19.61573245,-7.301185974,-2.838445624,4.46274035,298.15,2.70852
595,429.7718,17.69832,2.712830769,227.772,339.346,6.143670548,0.676202426,-6.819872974,-7.301025427,-1.322662615,5.978362812,298.15,-8.42001
596,215.89,14.2256,3.180797833,142.579,214.538,-7.358486298,11.80147166,-4.442985359,-7.300892091,-1.018635629,6.282256461,298.15,1.77834
597,206.287,46.77712,3.122570081,150.779,268.857,23.28554924,-0.789249191,-22.49630005,-7.299915202,-1.161297108,6.138618093,298.15,6.42967
598,429.7718,18.07488,0.077240331,240.399,358.467,-9.944602272,10.35791258,-0.413310304,-7.299286618,-1.461048367,5.838238252,298.15,-8.90355
599,429.7718,16.9452,3.178828722,226.828,338.198,23.073059,-14.05591099,-9.017148009,-7.298641708,-1.486637423,5.812004285,298.15,-7.98251
600,207.1087,26.81944,3.286280536,122.933,207.981,-12.19014423,6.721453318,5.468690912,-7.29819272,-2.707877164,4.590315556,298.15,6.47763
601,156.0976,68.36656,5.256084188,104.663,178.254,-23.59394156,17.52124401,6.07269755,-7.298187278,-2.119827381,5.178359897,291.15,7.50734
