molindx,MolarMass,SolvationEnergy,DipoleMoment,MolecularVolume,MolecularSurfaceArea,QXX,QYY,QZZ,HOMO,LUMO,gap,Temperature,logS
2433,436.9525,69.83096,7.158280119,243.968,422.465,-29.23612259,28.59126853,0.644854056,-6.558189581,-1.377317528,5.180872053,293.15,3.71113
2434,139.1104,55.27064,7.289415519,99.154,167.95,11.7055923,-10.58200128,-1.123591026,-6.557324259,-1.758031137,4.799293122,298.15,8.85358
2435,160.18,62.84368,5.294025518,122.807,205.901,-29.31557022,23.34188734,5.97368288,-6.557269836,-0.639974848,5.917294988,296.15,5.70378
2436,253.122,31.12896,1.856225868,171.646,277.968,13.96180846,-12.89545669,-1.066351779,-6.557139221,-0.654930234,5.902208988,298.15,1.76302
2437,239.1872,66.69296,13.59448625,154.824,263.915,-6.758419284,-0.031885296,6.79030458,-6.556809963,-2.703667016,3.853142948,298.15,4.38191
2438,346.36,78.15712,4.969737118,201.072,353.476,50.76270848,-13.99382656,-36.76888192,-6.556578667,-2.691921759,3.864656907,298.15,0.91629
2439,239.1006,23.51408,3.43975011,159.73,256.088,16.07515168,-16.46878281,0.393631128,-6.556126957,-0.716379834,5.839747124,298.15,1.51506
2440,231.2536,59.24544,2.621798494,159.646,275.534,28.48422971,-13.2527279,-15.2315018,-6.555484768,-1.168784597,5.386700171,298.15,6.68691
2441,180.2086,28.40936,0.001180176,148.534,241.557,29.29017695,-19.35547442,-9.934702536,-6.554393591,-2.609566185,3.944827406,298.15,3.58231
2442,221.6457,65.10304,7.726957454,143.196,236.889,44.280142,-12.5963479,-31.68379411,-6.554303794,-1.430819767,5.123484027,293.15,5.99054
2443,266.0967,65.64696,7.823414257,149.648,243.751,38.63965124,-11.46430724,-27.175344,-6.55429563,-1.438769305,5.115526325,293.15,5.29834
2444,227.6961,51.37952,6.690126842,177.235,299.445,26.94944524,-19.13568335,-7.813761892,-6.554067054,-0.526375417,6.027691638,295.15,4.23412
2445,139.1596,36.65184,3.828414246,107.218,183.345,16.84553651,-10.07903476,-6.766501752,-6.553974536,-0.257541261,6.296433274,310.15,9.61586
2446,372.8073,55.56352,2.635636603,245.622,412.373,-17.29983424,0.825949284,16.47388496,-6.553046627,-2.035342515,4.517704112,293.15,-0.91623
2447,197.21,62.67632,9.277301953,128.685,214.811,34.32954888,-23.25837396,-11.07117492,-6.552796282,-2.441035372,4.11176091,293.15,8.85367
2448,385.12,75.7304,9.04093135,225.274,371.766,-25.68035628,11.10227914,14.57807714,-6.5510738,-1.034263408,5.516810392,298.15,9e-05
2449,357.3807,61.79768,6.119123564,237.995,408.513,-51.60094421,20.43687287,31.16407135,-6.550652024,-1.271610219,5.279041805,293.15,-0.82098
2450,340.1755,54.51752,2.522801725,196.152,315.095,58.09387353,-48.86201068,-9.231862854,-6.550132286,-2.802485759,3.747646527,293.15,-2.64508
2451,406.27,67.1532,7.766617767,246.865,410.695,-23.08635783,20.54065347,2.545704354,-6.550132286,-0.661694716,5.88843757,298.15,2.70805
2452,147.136,60.41696,5.101224891,104.33,173.405,35.16626779,-28.46336042,-6.702907371,-6.550099632,-1.953197829,4.596901804,293.15,9.16576
2453,318.03,25.06216,0.247897247,200.472,313.994,21.51554022,-16.62694951,-4.888590711,-6.546817937,-1.364984233,5.181833704,298.15,-3.21888
2454,151.1646,52.84392,3.683088451,115.764,197.644,29.4769807,-20.84165799,-8.635322711,-6.546635621,-0.972638839,5.573996782,295.65,7.96568
2455,140.148,56.44216,0.696096036,106.506,185.368,-19.63934657,10.468865,9.170481568,-6.546390718,0.491811224,7.038201943,293.15,9.51783
2456,133.1524,36.35896,0.623329779,107.077,179.984,15.57975651,-5.411600135,-10.16815638,-6.545903634,-1.293715128,5.252188507,293.15,8.30632
2457,449.583,70.66776,5.468335358,283.117,486.339,-16.01793936,-1.284148914,17.30208828,-6.545457367,-0.491488497,6.05396887,298.15,-2.37949
2458,201.5659,264.59616,14.0467592,130.113,210.864,-33.43055163,18.92699465,14.50355698,-6.545451925,-1.870973686,4.67447824,298.15,6.15347
2459,317.42,69.11968,5.107258748,200.035,332.771,-16.55210959,12.17043786,4.381671733,-6.544793409,-1.151101813,5.393691596,293.15,3.63747
2460,125.13,83.30344,9.633846753,95.239,164.62,27.41350119,-20.77675818,-6.636743014,-6.544477757,-0.514549342,6.029928415,297.15,8.29405
2461,259.0991,55.6472,5.430843403,147.552,248.216,18.39234856,-4.93662346,-13.4557251,-6.543881827,-0.287067753,6.256814075,293.15,5.27307
2462,224.2128,65.0612,1.843359795,155.29,268.488,18.45732275,-3.034877455,-15.42244529,-6.543579781,-0.414465813,6.129113968,287.15,7.33825
2463,330.444,53.51336,5.448080278,220.889,378.275,31.75603963,-32.45700829,0.700968656,-6.542809698,-1.164917857,5.377891841,293.15,-1.13955
2464,251.29,90.03968,6.443635047,161.806,273.248,42.20554536,-30.47107705,-11.73446832,-6.542649151,-1.142202869,5.400446282,298.15,8.69951
2465,122.1694,38.82752,2.497165858,104.168,181.352,-17.02211456,1.59721949,15.42489507,-6.542543026,-0.073908911,6.468634116,293.15,13.81542
2466,142.59,25.18768,4.004063805,113.869,185.669,14.72194802,-3.598470521,-11.1234775,-6.541511714,-0.311714478,6.229797236,298.15,6.19441
2467,249.0932,53.47152,5.425886746,155.069,258.217,20.84052355,-2.570545608,-18.26997794,-6.541351167,-0.590383705,5.950967463,298.15,3.97049
2468,286.28,73.8476,5.503196153,158.248,283.157,32.401931,-24.37397408,-8.027956925,-6.541272254,-0.188620717,6.352651537,298.15,10.59663
2469,189.1702,61.00272,3.89563117,127.209,213.409,37.24747721,-29.35835997,-7.88911724,-6.539914405,-2.037316702,4.502597704,303.15,5.61313
2470,208.1762,92.048,6.669573123,140.219,237.96,-18.49115753,5.047383317,13.44377421,-6.539819165,-1.671593581,4.868225584,283.15,6.96608
2471,207.6159,47.36288,5.136465129,139.245,226.72,36.70424697,-26.72473701,-9.979509953,-6.539555215,-3.000418762,3.539136453,293.15,3.03013
2472,483.3691,100.8344,10.91704078,255.741,435.545,-41.95197632,10.65420389,31.29777244,-6.539201467,-1.596695835,4.942505631,293.15,6.01127
2473,347.23,113.1772,6.590239392,175.884,309.559,38.59875068,-39.10881129,0.510060608,-6.539155207,-0.750444969,5.788710238,288.15,6.21461
2474,239.7,46.69344,5.595278599,165.917,283.733,19.3968779,-20.30530133,0.908423431,-6.539030035,-0.461814738,6.077215297,298.15,7.00307
2475,204.6555,25.85712,3.808641455,141.998,232.793,16.20343482,-5.547954263,-10.65548056,-6.538997381,-0.475467513,6.063529868,298.15,1.22365
2476,223.1,26.40104,0.001255573,168.43,267.377,-26.79772019,26.88549396,-0.087773761,-6.538257231,-1.151697743,5.386559488,293.15,-2.78062
2477,220.2304,108.70032,14.1988031,156.005,268.679,-30.83186435,19.73880742,11.09305693,-6.538156549,-2.478711188,4.05944536,293.15,6.81238
2478,207.02,41.6308,8.518832235,137.753,220.282,-4.428175704,1.953603858,2.474571846,-6.535740176,-2.355734708,4.180005468,293.15,1.84055
2479,440.8,65.60512,4.306087042,252.92,425.642,-33.15078095,25.69320817,7.457572783,-6.535506158,-0.705827797,5.829678361,293.15,-0.37542
2480,236.32,51.63056,6.121046662,184.166,311.01,39.82111286,-24.09803845,-15.72307441,-6.534134704,-1.489368903,5.044765801,298.15,0.41211
2481,233.1071,25.43872,2.753933683,157.3,251.136,0.635348145,12.24310724,-12.87845539,-6.533737417,-1.051007943,5.482729474,298.15,-0.427
2482,268.23,160.70744,20.62040392,153.221,269.487,-53.97960765,45.393387,8.586220644,-6.532863931,-0.757529185,5.775334747,293.15,9.66777
2483,177.024,20.83632,2.104539611,124.824,200.093,8.508449771,-3.174208762,-5.33424101,-6.532268002,-0.472564873,6.059703129,298.15,7.37776
2484,225.16,65.39592,12.55145288,151.623,255.047,-12.94282763,5.181166512,7.761661114,-6.53193058,-2.732269463,3.799661118,298.15,3.68888
2485,152.11,74.39152,5.623853944,102.365,172.344,10.83837146,-11.77849943,0.940127976,-6.531799966,-0.807936671,5.723863295,289.15,4.23411
2486,148.0843,30.7524,4.383913609,97.587,163.71,11.84913893,-8.610675728,-3.238463197,-6.53133193,-0.137009671,6.394322259,293.15,11.55183
2487,326.3024,90.75096,5.210727748,194.031,345.224,-12.45978113,12.03921785,0.42056328,-6.530512867,-1.846758533,4.683754334,291.15,9.21039
2488,228.25,38.99488,4.030147901,163.773,274.872,37.76908025,-27.15805972,-10.61102053,-6.530077484,-1.820554227,4.709523257,293.15,1.30833
2489,280.32,109.32792,8.538948142,154.562,270.344,-40.53807123,16.42309008,24.11498115,-6.529201277,-1.56599811,4.963203167,298.15,9.48797
2490,191.051,21.67312,2.14087303,134.726,219.032,8.969118714,-3.715363726,-5.253754988,-6.529018961,-0.504664801,6.024354159,298.15,5.51343
2491,275.38,88.61712,11.7541922,156.795,272.881,-44.39296357,23.76384477,20.6291188,-6.528545482,-1.199900017,5.328645466,298.15,6.39693
2492,317.3186,89.16104,7.765275413,191.595,318.382,-60.97346198,50.97506465,9.998397327,-6.528431194,-1.626484427,4.901946768,297.15,2.5337
2493,120.195,15.94104,0.618730493,111.839,193.832,6.22044997,2.85133384,-9.07178381,-6.528384935,0.160915158,6.689300093,298.15,4.03247
2494,222.203,67.11136,6.08556852,149.137,252.329,29.26474663,-32.21858599,2.953839354,-6.527767236,-1.89018956,4.637577676,293.15,7.74072
2495,204.6555,23.09568,1.584240754,141.257,231.366,20.51516552,-17.66995793,-2.845207589,-6.527046134,-0.506835455,6.020210679,298.15,2.53359
2496,352.77,74.93544,12.35456736,212.624,365.228,-37.17215186,29.30839772,7.863754132,-6.526901914,-1.606986914,4.919914999,298.15,2.1564
2497,254.26,87.11088,11.42692406,170.03,286.717,45.32072639,-32.63254883,-12.68817755,-6.526542723,-1.209846055,5.316696668,293.15,8.36637
2498,126.11,33.38832,4.915461673,91.782,156.043,10.53274754,-8.589476434,-1.94327111,-6.525851554,-1.101137329,5.424714225,288.15,9.29652
2499,345.75,49.49672,4.133071039,212.899,359.143,-37.60802253,27.38899371,10.21902882,-6.525802573,-1.161652761,5.364149812,293.15,2.35138
2500,433.811,52.0908,2.20052447,261.866,444.966,17.50456605,-3.292602146,-14.2119639,-6.525750872,-1.196734242,5.329016629,293.15,-0.54479
2501,192.214,39.83168,1.160017135,136.786,233.66,-10.97755865,5.803993833,5.17356482,-6.525037933,-0.194112168,6.330925765,293.15,6.32615
2502,200.62,50.8356,5.351769667,137.29,231.012,19.27830209,-4.243036623,-15.03526547,-6.525037933,-0.412321283,6.11271665,298.15,7.29302
2503,188.66,25.18768,2.656993776,151.65,245.273,-4.075915035,14.54013544,-10.46422041,-6.524855616,-1.010849904,5.514005713,298.15,0.29267
2504,361.71,66.35824,4.628060216,203.653,345.57,42.32308602,-36.19255415,-6.130531862,-6.524836568,-1.207837854,5.316998714,298.15,3.77046
2505,186.6,51.96528,5.168853936,125.421,209.07,19.78062338,-4.805290669,-14.97533271,-6.524817521,-0.401158078,6.123659443,298.15,6.8638
2506,238.3718,18.828,0.739377011,169.392,302.984,8.117835983,-0.535636093,-7.582199889,-6.524548128,-0.020321283,6.504226847,293.15,-2.79688
2507,347.23,125.60368,3.843910547,181.014,319.434,56.61738905,-40.63551132,-15.98187774,-6.523843352,-0.717658497,5.806184855,293.15,9.21034
2508,267.299,75.1028,7.648129481,168.237,287.409,44.0431471,-26.99620301,-17.04694409,-6.523609334,-1.10456406,5.419045274,298.15,6.90775
2509,375.7312,53.7644,1.815782519,227.897,383.619,12.87612495,-11.05180426,-1.824320691,-6.523456951,-1.179884399,5.343572551,298.15,2.23
2510,205.078,21.25472,2.144210724,138.904,229.788,9.293036007,-4.417696895,-4.875339112,-6.522719522,-0.496475803,6.026243719,298.15,4.60517
2511,212.2476,42.76048,2.229838648,156.226,263.523,26.62382317,-28.77598244,2.152159276,-6.522539926,-0.885472017,5.637067909,298.15,2.13413
2512,492.71,63.13656,8.815735964,258.472,430.808,91.44399238,-47.33030777,-44.11368461,-6.521163029,-1.603349567,4.917813463,298.15,-2.93558
2513,214.6481,37.99072,1.993232306,141.716,239.192,-17.31674793,5.120500563,12.19624737,-6.520939896,-0.446615266,6.07432463,298.15,6.70312
2514,267.2438,128.19776,15.38568853,164.989,284.112,50.72935438,14.44402942,-65.17338381,-6.519881373,-0.991770903,5.52811047,298.15,8.06966
2515,232.2384,47.73944,3.403167716,174.609,293.846,10.68718958,-4.313540455,-6.373649124,-6.519688172,-1.941257466,4.578430705,293.15,4.85981
2516,361.4,74.22416,4.827347648,237.719,401.728,53.92293094,-47.93255473,-5.990376212,-6.519524903,-1.74488531,4.774639593,295.15,3.58352
2517,112.19,14.81136,1.017135718,93.12,154.717,7.9266129,-8.438458735,0.511845835,-6.519380683,-0.173533356,6.345847326,298.15,5.67675
2518,153.1402,39.1204,0.68613442,110.693,187.218,9.993598177,-0.598191905,-9.395406271,-6.518618764,-1.822248953,4.696369811,293.15,8.15766
2519,192.235,50.87744,10.53811729,153.449,246.696,12.63600314,-3.872520875,-8.763482269,-6.51810991,-1.253279532,5.264830379,298.15,4.03835
2520,152.1494,32.55152,3.65885417,107.776,183.995,16.90214224,-9.080311626,-7.821830609,-6.5176065,-1.35942957,5.158176929,298.15,7.23534
2521,462.1291,63.68048,4.455642692,261.848,416.657,-56.60234829,55.81019477,0.792153518,-6.517367039,-1.911041112,4.606325928,293.15,-0.82098
2522,300.319,114.4324,17.6553236,204.22,338.136,-51.07492846,36.57876181,14.49616666,-6.517190165,-2.891205808,3.625984357,293.15,5.29821
2523,112.0878,75.89776,2.514305554,83.246,141.175,-34.83312134,30.49650934,4.336612004,-6.517176559,-1.714171531,4.803005029,298.15,8.70045
2524,375.5,56.73504,6.67449135,237.683,410.951,-41.80881399,4.797414171,37.01139981,-6.516667706,-0.839670061,5.676997645,298.15,-4.60515
2525,172.18,37.15392,2.666610606,122.388,204.725,18.24258548,0.267012722,-18.5095982,-6.514501679,-1.738380697,4.776120982,298.15,4.45435
2526,291.77,50.66824,3.06791467,192.259,329.679,-16.8679322,-1.639058621,18.50699083,-6.514420045,-1.270969935,5.24345011,298.15,-3.54667
2527,240.22,37.99072,2.833563806,155.856,258.247,27.30348283,-16.2603953,-11.04308753,-6.514311199,-2.94451294,3.569798259,298.15,5.99146
2528,413.1799,66.02352,5.58195166,237.815,396.952,32.49747204,-27.93649452,-4.560977514,-6.514033643,-1.057356363,5.45667728,293.15,-2.50104
2529,286.4132,34.14144,3.418475177,195.614,348.734,16.43418281,-1.14134251,-15.2928403,-6.514025479,-0.223279905,6.290745575,293.15,-3.32424
2530,267.244,86.73432,3.813203371,155.648,273.457,51.36400291,-28.20199352,-23.16200939,-6.51333431,-0.706041134,5.807293175,298.15,9.08772
2531,345.3974,80.45832,8.295292733,219.312,383.526,48.44051345,-36.75942113,-11.68109232,-6.513086686,-0.549359254,5.963727432,298.15,6.09361
2532,290.32,67.99,3.865208353,196.239,339.241,32.16716853,-5.20386786,-26.96330067,-6.512381911,-0.790428312,5.721953599,293.15,1.335
2533,337.4608,51.17032,4.880887596,226.698,397.868,-28.10061012,22.8723305,5.228279617,-6.511679857,-1.313660812,5.198019045,297.15,-0.04082
2534,203.1263,100.49968,11.66113974,124.537,209.65,30.53450675,-26.33364172,-4.200865032,-6.511603665,-1.884161963,4.627441702,293.15,5.0039
2535,142.582,21.58944,0.915110422,106.949,176.649,8.105745895,0.312129416,-8.417875312,-6.511478492,-0.189661363,6.321817129,298.15,10.12663
2536,152.15,32.34232,2.425358634,110.151,188.347,17.48354182,-7.816623374,-9.666918447,-6.511293455,-1.318285661,5.193007793,373.15,9.35876
2537,418.4,95.64624,5.965277023,226.355,401.578,17.71895451,-14.4340433,-3.284911209,-6.510681198,-2.135974626,4.374706573,293.15,9.02401
2538,136.1128,133.34408,15.59831117,92.985,155.645,24.31082362,-18.36491409,-5.945909523,-6.51042269,-1.278920562,5.231502128,298.15,6.34339
2539,197.0634,22.25888,0.000492022,143.816,226.832,-18.01761127,23.181789,-5.164177728,-6.510229489,-1.446353394,5.063876095,309.15,-2.91874
2540,256.094,69.41256,5.50852654,155.755,254.424,33.17518198,-25.56086221,-7.614319767,-6.510142412,-1.257976491,5.252165921,298.15,5.03695
2541,211.22,94.60024,8.104515865,138.681,244.227,49.94957489,-37.58064245,-12.36893244,-6.509815876,-0.591906455,5.917909421,298.15,11.24374
2542,405.5,102.80088,6.352558148,238.872,433.687,-22.59293469,15.17808596,7.414848726,-6.509609069,-0.028916847,6.480692222,298.15,11.48247
2543,154.211,24.56008,0.000463614,134.945,223.28,-16.33163424,9.717143753,6.614490487,-6.509410426,-0.85362053,5.655789896,298.15,1.99891
2544,197.07,20.0832,4.379066205,148.083,232.515,2.89542158,-11.94071835,9.045296774,-6.509007697,-1.443620553,5.065387144,298.15,-2.4453
2545,227.1732,69.53808,11.17383407,151.103,258.16,29.81318346,-11.92395417,-17.88922929,-6.50899137,-2.000402533,4.508588838,289.15,6.90766
2546,135.2084,28.78592,1.82210503,113.38,200.671,-18.97965084,10.36595457,8.613696275,-6.508624016,0.029895805,6.538519821,298.15,10.10234
2547,138.1718,44.22488,5.576601567,107.057,187.374,15.45768843,-10.78196076,-4.675727665,-6.507674339,-0.384412999,6.12326134,293.15,12.96524
2548,198.23,50.91928,2.72661882,151.459,251.102,27.32299546,-17.01815164,-10.30484382,-6.507413109,-1.433775197,5.073637912,298.15,5.07517
2549,490.1498,49.74776,2.322400029,254.168,399.174,72.75887895,-52.0968667,-20.66201225,-6.507217187,-3.274630761,3.232586426,303.15,0.95551
2550,258.31,73.13632,8.18464597,166.401,277.166,47.16669424,-38.75663905,-8.410055193,-6.506479758,-1.579099039,4.927380719,298.15,3.68888
2551,192.2602,45.68928,5.469686329,140.332,246.965,-16.24700473,4.550192888,11.69681184,-6.505766819,-0.255499971,6.250266848,298.15,9.17992
2552,456.1086,79.11944,8.238814889,257.935,413.512,41.79320931,-39.86530848,-1.927900833,-6.50536137,-2.089373198,4.415988171,303.15,12.78221
2553,180.2,44.81064,0.65417113,128.834,224.234,-12.70120025,9.228636424,3.472563824,-6.504185837,-0.115288824,6.388897013,298.15,7.50107
2554,137.14,48.03232,6.32599073,106.012,178.471,19.96965798,-8.618302389,-11.35135559,-6.503704195,-1.120414429,5.383289767,298.15,7.63046
2555,112.104,22.46808,0.938476236,89.695,150.201,8.188964742,-0.827455631,-7.361509111,-6.503666099,-0.061417545,6.442248554,293.15,10.53651
2556,419.91,66.7348,3.708434089,271.937,458.986,-52.6005087,40.5147334,12.0857753,-6.502708258,-0.834393771,5.668314487,298.15,-6.21461
2557,197.07,20.04136,4.16174219,141.196,222.476,3.235044591,10.47531777,-13.71036236,-6.502528663,-1.479881377,5.022647286,298.15,-1.9951
2558,165.2094,27.02864,4.792425574,138.902,221.759,-23.26615314,24.85090152,-1.584748385,-6.502207568,-1.255145417,5.247062151,298.15,3.79474
2559,264.2372,81.21144,9.612198814,179.698,307.08,-37.44830434,9.605779623,27.84252472,-6.501535447,-2.512050868,3.989484579,298.15,6.79676
2560,327.75,47.57208,3.753308176,205.614,350.388,-22.52216346,19.32743463,3.194728826,-6.501418438,-0.72092958,5.780488858,293.15,3.49651
2561,152.15,50.04064,3.376888851,110.347,189.681,18.06162697,-17.23389286,-0.827734112,-6.501078295,-0.10333091,6.397747385,283.15,9.39266
2562,170.2104,32.38416,4.42761106,129.279,216.708,20.81876729,-6.230746267,-14.58802102,-6.500917748,-1.904406972,4.596510776,298.15,4.47355
2563,146.15,32.8444,5.75080094,107.065,177.423,9.716407941,-3.642647661,-6.07376028,-6.500583048,-1.73178547,4.768797578,293.15,8.07714
2564,419.91,66.7348,3.729383759,271.687,458.643,-52.55466614,40.68207204,11.8725941,-6.500270117,-0.831650045,5.668620071,298.15,-6.21461
2565,267.2378,80.1236,3.196592874,164.405,288.205,14.53258091,3.663762361,-18.19634327,-6.500237463,-0.552006651,5.948230812,293.15,11.37361
2566,162.154,76.358,7.940849355,114.906,193.263,29.94266794,-13.11200696,-16.83066098,-6.500049704,-1.671597935,4.82845177,293.15,5.29832
2567,417.4789,69.8728,2.938223335,275.031,470.318,-25.22800266,19.20104056,6.026962092,-6.499886436,-1.769904559,4.729981876,293.15,-1.19733
2568,104.152,18.86984,0.16516086,96.016,160.677,5.97140832,6.276300959,-12.24770928,-6.499829292,-0.909233556,5.590595736,298.15,5.72031
2569,223.228,65.2704,7.080610933,151.414,262.047,26.38804957,-20.94732793,-5.440721637,-6.499772148,-1.171167771,5.328604377,298.15,2.19722
2570,292.3336,59.87304,7.515979252,187.04,320.372,26.36988447,-17.4168049,-8.953079567,-6.499592553,-1.321055238,5.178537315,293.15,1.38588
2571,226.6591,53.09496,6.012398659,155.535,262.507,5.548624303,0.049179498,-5.597803801,-6.49925241,-0.439673094,6.059579317,298.15,5.12411
2572,265.32,81.3788,8.407854647,170.544,289.161,45.03711214,-40.45600529,-4.581106851,-6.499105469,-1.153209608,5.345895861,298.15,6.80239
2573,247.25,88.36608,7.284908897,143.026,244.48,34.48112612,-7.358102328,-27.12302379,-6.498251031,-0.883017005,5.615234026,298.15,11.62625
2574,416.3,61.33744,5.19466329,268.305,446.694,31.70973326,1.112727304,-32.82246056,-6.498144906,-0.747452531,5.750692375,298.15,-2.16282
2575,179.1348,70.12384,4.334530002,122.142,205.307,-47.31617961,35.46257008,11.85360953,-6.497404756,-2.310465823,4.186938933,293.15,4.55703
2576,197.0634,18.95352,4.171113953,147.214,230.916,2.950821975,8.807684319,-11.75850629,-6.497097267,-1.51065366,4.986443607,298.15,-1.44002
2577,293.3646,59.87304,6.787814609,217.707,370.523,-17.03831477,16.3181608,0.720153973,-6.496855086,-2.113853662,4.383001424,293.15,2.34181
2578,332.3986,70.75144,7.92551811,215.412,381.504,-32.71791973,30.34180655,2.376113183,-6.494313541,-0.886155024,5.608158517,293.15,0.35059
2579,284.329,44.51776,6.590247426,198.106,324.97,52.27374082,-27.50071758,-24.77302324,-6.494245513,-2.116461331,4.377784182,293.15,-2.99974
2580,234.2974,51.12848,6.149772351,156.352,278.087,33.26433163,-27.67285455,-5.591477075,-6.49407136,-0.678260744,5.815810616,298.15,1.7918
2581,324.206,45.14536,2.090773246,205.968,340.861,16.20170251,-13.60739517,-2.594307347,-6.493230527,-0.684432289,5.808798238,298.15,-3.44209
2582,335.29,37.8652,2.725461721,191.114,335.835,-26.78623619,18.0441359,8.742100289,-6.493132566,-2.626981753,3.866150813,298.15,-1.69282
2583,160.26,16.56864,0.742025597,128.798,226.397,-8.411205815,7.461604107,0.949601709,-6.493001952,0.124988926,6.617990878,293.15,5.50533
2584,168.2,23.17936,1.097851848,125.541,207.387,13.91893873,-17.81234351,3.893404788,-6.49264004,-1.024422678,5.468217362,298.15,1.1314
2585,383.37,50.58456,1.687188226,241.41,419.978,21.28321083,-12.41376382,-8.869447011,-6.491752948,-0.969479052,5.522273897,293.15,0.69315
2586,286.3422,60.83536,3.52590991,183.789,323.083,46.86789422,-34.87651207,-11.99138214,-6.491020962,-0.35989716,6.131123802,298.15,4.69931
2587,424.5312,56.6932,0.3039067,286.542,461.132,88.09941431,-60.56385876,-27.53555554,-6.490218225,-2.957626114,3.532592111,293.15,0.25464
2588,248.2378,74.60072,2.773122429,154.579,269.596,25.28423866,-8.779805491,-16.50443317,-6.489739305,-1.294529565,5.19520974,310.15,7.12274
2589,425.3097,17.9912,1.666275942,245.174,365.62,-14.38625498,8.162682878,6.223572102,-6.489717536,-1.45796341,5.031754125,296.15,-13.47192
2590,234.1832,195.3928,18.64117066,139.129,238.596,-67.19469542,13.10185773,54.09283769,-6.489535219,-2.210618217,4.278917002,303.15,8.34284
2591,349.43,57.23712,7.574310699,229.752,395.393,-41.88752477,32.54336977,9.344154999,-6.489518892,-0.520635988,5.968882904,298.15,-4.26158
2592,297.19,55.6472,6.558827809,191.603,317.555,-31.00830282,18.76624644,12.24205638,-6.48889303,-0.722596278,5.766296752,293.15,5.19296
2593,172.18,40.66848,3.285243053,128.749,215.646,21.81315995,-8.616675081,-13.19648487,-6.488759694,-1.653411468,4.835348227,298.15,3.85015
2594,221.257,52.00712,4.116146359,166.349,275.47,28.67396478,-0.539815053,-28.13414972,-6.488686224,-1.154107312,5.334578911,298.15,4.99041
2595,183.0473,22.46808,2.565970297,122.868,195.002,2.007244017,9.279822081,-11.2870661,-6.486623599,-1.172646167,5.313977433,302.15,4.03643
2596,345.4556,192.84056,21.91652342,215.574,373.539,-99.08292025,57.78374782,41.29917243,-6.484767782,-2.076092675,4.408675107,293.15,7.66856
2597,411.7355,65.81432,4.970085504,236.787,381.108,-32.32940516,3.549530152,28.77987501,-6.48333102,-0.97695239,5.50637863,293.15,0.53056
2598,192.1708,40.25008,1.951025285,133.129,224.02,-16.23164085,12.064134,4.167506855,-6.482789513,-1.522001086,4.960788427,293.15,5.52157
2599,262.2214,86.73432,16.18633164,165.348,278.894,-30.64738219,19.69129763,10.95608456,-6.482694273,-2.102629232,4.380065041,293.15,6.86797
2600,173.19,87.32008,8.444248842,115.078,197.062,34.57399553,-21.00151699,-13.57247854,-6.482569101,-0.745586646,5.736982455,291.15,9.25913
2601,121.14,44.01568,4.966091032,97.306,163.722,21.38276724,-12.79624842,-8.586518818,-6.482506515,-0.431059869,6.051446646,298.15,10.26116
2602,255.2324,44.01568,2.47058435,170.35,282.762,21.28410437,-4.382902089,-16.90120228,-6.482492909,-1.835978737,4.646514172,288.15,5.52145
2603,301.36,60.33328,4.170761804,200.391,352.989,22.75451961,-20.09174451,-2.662775099,-6.482237122,-0.425834192,6.05640293,293.15,1.02962
2604,210.2904,39.5388,1.99392328,143.605,246.108,-21.84244212,19.81765008,2.024792047,-6.481559558,-0.568719893,5.912839665,298.15,7.37476
2605,221.2554,53.26232,5.187493392,159.044,275.58,19.57107069,-4.441604964,-15.12946572,-6.481224858,-0.587846242,5.893378616,298.15,7.82394
2606,251.2996,79.57968,8.105035219,160.522,274.131,30.41023441,-4.758234386,-25.65200002,-6.481162271,-1.038297771,5.442864501,293.15,6.37622
2607,191.06,19.70664,0.790336451,138.113,224.105,9.544128949,-3.34185751,-6.202271439,-6.481105128,-0.400423642,6.080681485,298.15,5.29832
2608,231.2506,35.85688,4.093028403,163.753,277.586,20.40461803,-4.4215675,-15.98305053,-6.481096964,-2.036322669,4.444774295,298.15,1.60944
2609,406.471,107.57064,10.87123679,233.552,406.188,79.6782708,-27.29464239,-52.38362841,-6.481007167,-2.657797031,3.823210136,298.15,1.7247
2610,409.8745,69.95648,8.829483198,170.275,262.082,-21.31632864,5.432100102,15.88422854,-6.480941859,-1.71934088,4.761600979,295.15,11.7981
2611,347.2933,39.1204,2.722531129,198.466,346.733,-28.36551461,16.22287221,12.1426424,-6.479366319,-2.679813503,3.799552816,293.15,-2.30328
2612,118.18,18.4096,0.408827749,110.321,185.694,6.968324174,4.449943646,-11.41826782,-6.479086042,-0.738715495,5.740370547,298.15,4.75359
2613,240.3012,42.09104,5.26936259,177.418,303.531,43.5129344,-29.64903974,-13.86389466,-6.478217998,-1.65566185,4.822556148,293.15,0.69252
2614,197.0339,33.51384,4.770908146,116.136,183.545,19.58272786,-4.336996004,-15.24573185,-6.478215277,-1.044312851,5.433902426,298.15,3.96081
2615,253.6847,70.2912,6.620276086,159.304,270.706,37.23949702,-29.77443477,-7.465062248,-6.478109152,-1.427991142,5.050118011,298.15,5.28327
2616,244.2464,37.19576,4.747510303,161.484,272.365,31.50521211,-13.73156296,-17.77364916,-6.477583972,-2.052668557,4.424915415,293.15,-4.34281
2617,233.3,90.3744,7.38031616,154.92,262.318,35.96203473,-25.86952671,-10.09250802,-6.477309137,-1.042189273,5.435119864,298.15,8.16052
